,name,position,company,description,linkedin_url
101,b'Dale Woodin',b'',b'',b'Vice President at American Hospital Association',b'tps://www.linkedin.com/in/dale-woodin-11b48ba2'
102,"b""Peter O'Connor, RCDD, EMT""",b'',b'',b'Vice President at Hoefer Wysocki Architecture',b'tps://www.linkedin.com/in/peter-o-connor-rcdd-emt-7b184a10'
103,b'LinkedIn Member',b'',b'',b'',b''
104,b'Tracy Spencer',b'',b'',b'Vice President at Solid Benefit Guidance',b'tps://www.linkedin.com/in/tracy-spencer-34a93b2'
105,b'Tony Ferracane',b'',b'',b'Vice President at Community Healthcare System',b'tps://www.linkedin.com/in/tony-ferracane-7bbb8611'
106,b'LinkedIn Member',b'',b'',b'',b''
107,b'Justin Busby',b'',b'',"b'Vice President at Capitol Consulting, LLC'",b'tps://www.linkedin.com/in/justin-busby-5931b01a'
108,b'Kristopher Goetz',b'',b'',b'Senior Vice President at Kaufman Hall',b'tps://www.linkedin.com/in/kristopher-goetz-7a23a34'
109,b'LinkedIn Member',b'',b'',b'',b''
110,b'Laura Rissover',b'',b'',b'Vice President at Truven Health Analytics',b'tps://www.linkedin.com/in/lrissover'
111,b'LinkedIn Member',b'',b'',b'',b''
112,b'Luis Velasquez',b'',b'',b'Vice President at Total Home Health',b'tps://www.linkedin.com/in/luis-velasquez-8b761722'
113,b'LinkedIn Member',b'',b'',b'',b''
114,b'LinkedIn Member',b'',b'',b'',b''
115,b'Gaylee Morgan',b'',b'',b'Vice President at Health Management Associates',b'tps://www.linkedin.com/in/gaylee-morgan-b56a0a13'
116,"b'George F. Bergstrom, FACHE'",b'',b'',b'Vice President at American Hospital Association',b'tps://www.linkedin.com/in/george-f-bergstrom-fache-a866b3b'
117,b'LinkedIn Member',b'',b'',b'',b''
118,b'Linda Prager',b'',b'',"b'Vice President, Editor in Chief, Sg2'",b'tps://www.linkedin.com/in/linda-prager-2497291b'
119,b'LinkedIn Member',b'',b'',b'',b''
120,b'LinkedIn Member',b'',b'',b'',b''
121,b'LinkedIn Member',b'',b'',b'',b''
122,b'Tom Hubner',b'',b'',"b'Vice President at Toyon Associates, Inc.'",b'tps://www.linkedin.com/in/tom-hubner-10799811'
123,b'Haydn Bush',b'',b'',b'Vice President at McCabe Message Partners',b'tps://www.linkedin.com/in/haydnbushmsgpartners'
124,b'LinkedIn Member',b'',b'',b'',b''
125,b'LinkedIn Member',b'',b'',b'',b''
126,b'Debra Stock',b'',b'',b'Vice President at American Hospital Association',b'tps://www.linkedin.com/in/debra-stock-27005b1'
127,b'Laura Pollack',b'',b'',b'Vice President at Northwest Community Hospital',b'tps://www.linkedin.com/in/laura-pollack-218153'
128,b'LinkedIn Member',b'',b'',b'',b''
129,b'LinkedIn Member',b'',b'',b'',b''
130,b'Angela Hanson',b'',b'',b'Vice President Strategy & Business Development',b'tps://www.linkedin.com/in/angela-hanson-52653928'
131,b'LinkedIn Member',b'',b'',b'',b''
132,b'LinkedIn Member',b'',b'',b'',b''
133,b'LinkedIn Member',b'',b'',b'',b''
134,b'LinkedIn Member',b'',b'',b'',b''
135,b'LinkedIn Member',b'',b'',b'',b''
136,b'LinkedIn Member',b'',b'',b'',b''
137,b'LinkedIn Member',b'',b'',b'',b''
138,b'LinkedIn Member',b'',b'',b'',b''
139,b'LinkedIn Member',b'',b'',b'',b''
140,b'LinkedIn Member',b'',b'',b'',b''
141,b'Pei Tang',b'',b'',"b'Vice President, Analytic Solutions, Alere'",b'tps://www.linkedin.com/in/pei-tang-972a5413'
142,b'LinkedIn Member',b'',b'',b'',b''
143,b'Anne Farley',b'',b'',"b'Vice-president at EPI-Q, Inc'",b'tps://www.linkedin.com/in/anne-farley-0145016'
144,b'Virginia Waterstraat',b'',b'',"b'Vice President at Strategic Reimbursement, Inc.'",b'tps://www.linkedin.com/in/virginia-waterstraat-72155740'
145,b'Dina LaFramboise',b'',b'',b'Vice President at Solution Marketing Services',b'tps://www.linkedin.com/in/dina-laframboise-6769324'
146,b'LinkedIn Member',b'',b'',b'',b''
147,b'LinkedIn Member',b'',b'',b'',b''
148,b'LinkedIn Member',b'',b'',b'',b''
149,b'LinkedIn Member',b'',b'',b'',b''
150,b'LinkedIn Member',b'',b'',b'',b''
151,b'Jack Wells',b'',b'',b'Vice President at Wells Fargo Bank',b'tps://www.linkedin.com/in/jack-wells-99684810'
152,b'LinkedIn Member',b'',b'',b'',b''
153,b'LinkedIn Member',b'',b'',b'',b''
154,b'LinkedIn Member',b'',b'',b'',b''
155,b'LinkedIn Member',b'',b'',b'',b''
156,b'LinkedIn Member',b'',b'',b'',b''
157,b'LinkedIn Member',b'',b'',b'',b''
158,b'LinkedIn Member',b'',b'',b'',b''
159,b'LinkedIn Member',b'',b'',b'',b''
160,b'LinkedIn Member',b'',b'',b'',b''
161,b'LinkedIn Member',b'',b'',b'',b''
162,b'LinkedIn Member',b'',b'',b'',b''
163,b'LinkedIn Member',b'',b'',b'',b''
164,b'LinkedIn Member',b'',b'',b'',b''
165,b'LinkedIn Member',b'',b'',b'',b''
166,b'LinkedIn Member',b'',b'',b'',b''
167,b'LinkedIn Member',b'',b'',b'',b''
168,b'Martin Ovens',b'',b'',"b'Vice President at Coventry, an Aetna Company'",b'tps://www.linkedin.com/in/martin-ovens-8046619a'
169,b'Michael Kernan',b'',b'',b'Vice President at A-Abiding Care Inc.',b'tps://www.linkedin.com/in/michaelwkernan'
170,b'Lucy Zielinski',b'',b'',b'Vice President at GE Healthcare Camden Group',b'tps://www.linkedin.com/in/lucy-zielinski-a45775'
171,b'Debbie Ryan',b'',b'',b'Vice President at Kaufman Hall in the Planning Practice',b'tps://www.linkedin.com/in/debbie-ryan-1452a319'
172,b'LinkedIn Member',b'',b'',b'',b''
173,b'David Ungurean',b'',b'',"b'Vice President, Northwest Community Hospital Foundation'",b'tps://www.linkedin.com/in/david-ungurean-9b98442'
174,b'Staci Bettiker',b'',b'',"b'Vice President at Nutrition Care Systems, Inc.'",b'tps://www.linkedin.com/in/staci-bettiker-4253603b'
175,b'LinkedIn Member',b'',b'',b'',b''
176,b'LinkedIn Member',b'',b'',b'',b''
177,b'Mark Lovelace',b'',b'',"b'Vice President at Quality Fabricators Inc. and Owner, Quality Fabricators Inc.'",b'tps://www.linkedin.com/in/mark-lovelace-7957b73'
178,b'dorrie seyfried',b'',b'',b'Vice President Risk Management Services IPMG',b'tps://www.linkedin.com/in/dorrie-seyfried-b1071620'
179,b'Nate Olson',b'',b'',"b'Vice President at Illinois Collection Service, Inc.'",b'tps://www.linkedin.com/in/nate-olson-8948976'
180,"b'Mike Baiardo, CPCU, ARM, AIM'",b'',b'',b'Vice President at Illinois Health & Hospital Association',b'tps://www.linkedin.com/in/mike-baiardo-cpcu-arm-aim-42b7a423'
181,b'LinkedIn Member',b'',b'',b'',b''
182,b'Mark A. Urquhart',b'',b'',b'Vice President at The University of Chicago Medical Center',b'tps://www.linkedin.com/in/mark-a-urquhart-a085502'
183,b'LinkedIn Member',b'',b'',b'',b''
184,b'LinkedIn Member',b'',b'',b'',b''
185,b'LinkedIn Member',b'',b'',b'',b''
186,b'LinkedIn Member',b'',b'',b'',b''
187,b'Catie Heindel',b'',b'',"b'Vice President at Strategic Management Services, LLC'",b'tps://www.linkedin.com/in/catie-heindel-9613071a'
188,b'LinkedIn Member',b'',b'',b'',b''
189,b'LinkedIn Member',b'',b'',b'',b''
190,b'LinkedIn Member',b'',b'',b'',b''
191,b'LinkedIn Member',b'',b'',b'',b''
192,b'LinkedIn Member',b'',b'',b'',b''
193,b'LinkedIn Member',b'',b'',b'',b''
194,b'LinkedIn Member',b'',b'',b'',b''
195,b'LinkedIn Member',b'',b'',b'',b''
196,b'LinkedIn Member',b'',b'',b'',b''
197,"b'Amy Scheu, MSH, CHPCA'",b'',b'',b'Vice President Hospice and Palliative Care at Advocate Health Care',b'tps://www.linkedin.com/in/amy-scheu-msh-chpca-7a68085'
198,b'Chris Hartemayer',b'',b'',b'Vice President - Revenue Cycle Operations at R1 RCM',b'tps://www.linkedin.com/in/chrishartemayer'
199,b'Posh M. Charles',b'',b'',"b'Vice President, Community Affairs, Northwestern Memorial HealthCare'",b'tps://www.linkedin.com/in/pocharles'
200,b'Barry Mandell',b'',b'',b'Vice President at Jackson Park Hospital & Medical Center',b'tps://www.linkedin.com/in/barry-mandell-2b37581a'
201,b'Anne Marie Benedicto',b'',b'',b'Vice President at Joint Commission Center for Transforming Healthcare',b'tps://www.linkedin.com/in/anne-marie-benedicto-9327676'
202,b'Jaclyn Taverna',b'',b'',"b'Vice President at Healthy Farm, Plate, You, LLC'",b'tps://www.linkedin.com/in/jaclyn-taverna-21102b4b'
203,b'Laura Bishop',b'',b'',"b'Vice President at Home Care Personal Services, Inc.'",b'tps://www.linkedin.com/in/laura-bishop-7b052410b'
204,b'LinkedIn Member',b'',b'',b'',b''
205,b'Diane Schultz',b'',b'',b'Vice President -helping small to midsize medical practices thrive.',b'tps://www.linkedin.com/in/integrityleadershipsuccess'
206,b'Tony Malcoun',b'',b'',"b'Vice President- Population Health Consulting Group at Premier, Inc.'",b'tps://www.linkedin.com/in/tony-malcoun-3b79223'
207,b'LinkedIn Member',b'',b'',b'',b''
208,b'David Skinner',b'',b'',b'Vice President at Daniels Health',b'tps://www.linkedin.com/in/davidrossskinner'
209,b'LinkedIn Member',b'',b'',b'',b''
210,b'Kim Kessler',b'',b'',"b'Vice President, Product at Caremerge'",b'tps://www.linkedin.com/in/kimleekessler'
211,b'Carlos Cruz',b'',b'',b'at',b'tps://www.linkedin.com/in/carlos-cruz-58163647'
212,b'Michael Kittoe',b'',b'',b'Executive Financial Leader',b'tps://www.linkedin.com/in/michaelkittoe'
213,"b'Nicolas M. Casati, DBA'",b'',b'',"b'Reviewer, VP, former IT Adviser & CRCST'",b'tps://www.linkedin.com/in/ncasati'
214,"b'Jennifer Holden, PMP'",b'',b'',b'Proven Healthcare VP | Medical Device | Biotech | Patient Experience | Strategic Insights',b'tps://www.linkedin.com/in/jennifer-holden-pmp-676bab4'
215,b'LinkedIn Member',b'',b'',b'',b''
216,b'Gary Solomon',b'',b'',"b'Director, Chicago Metro Hand Therapy, LLC., President- American Society of Hand Therapists; AHTF Board of Directors'",b'tps://www.linkedin.com/in/gary-solomon-6674487'
217,b'Ernie Harris',b'',b'',b'Vice President of Sales',b'tps://www.linkedin.com/in/eaharris'
218,b'Axel E Lapica',b'',b'',b'Group Vice President at DaVita',b'tps://www.linkedin.com/in/axel-e-lapica-031667'
219,b'Nilesh Rajadhyax',b'',b'',"b'Vice President, Healthcare at TransUnion'",b'tps://www.linkedin.com/in/nileshrajadhyax'
220,b'Robert Green',b'',b'',b'Senior Vice President',b'tps://www.linkedin.com/in/robert-green-8065b99'
221,b'Brent Arnold',b'',b'',b'Senior Vice President',b'tps://www.linkedin.com/in/brent-arnold-679226a'
222,b'Ed Matteson',b'',b'',"b'Vice President, Kurtz EMS'",b'tps://www.linkedin.com/in/ed-matteson-bbb60218'
223,b'Paul Jurgensen',b'',b'',b'Vice President of Sales at Polymedco',b'tps://www.linkedin.com/in/paul-jurgensen-5498306'
224,b'Joseph Tuma',b'',b'',b'Vice President Sales',b'tps://www.linkedin.com/in/joseph-tuma-19345a9'
225,"b'Angela Maris, CAHIMS'",b'',b'',b'Regional Vice President at Virtelligence',b'tps://www.linkedin.com/in/angelamaris'
226,b'Janine Schoen',b'',b'',b'Vice President at Alden Management',b'tps://www.linkedin.com/in/janine-schoen-0b9b0758'
227,b'Laura Scoliere',b'',b'',b'Vice President Sales',b'tps://www.linkedin.com/in/laura-scoliere-371b417'
228,b'Gaurav Bhattacharyya',b'',b'',b'Division Vice President at DaVita',b'tps://www.linkedin.com/in/gaurav-bhattacharyya-871ba31'
229,b'Kevin Bargon',b'',b'',b'Vice President at Northwestern Medicine',b'tps://www.linkedin.com/in/kevin-bargon-6677a41'
230,b'Joyce McClaren',b'',b'',b'Divisional Vice President at DaVita',b'tps://www.linkedin.com/in/joyce-mcclaren-94b52ba0'
231,"b'Jeremiah Leonard MS, RN'",b'',b'',b'Vice President of Operations at TeamHealth',b'tps://www.linkedin.com/in/jeremiah-leonard-ms-rn-8237bb47'
232,b'Jeff Kilpatrick',b'',b'',b'Vice President at Kaufman Hall',b'tps://www.linkedin.com/in/jeff-kilpatrick-18367a7'
233,b'Susan Reagan',b'',b'',b'Vice President Sales at Connecture',b'tps://www.linkedin.com/in/susan-reagan-10045750'
234,b'Doug Irvin',b'',b'',b'Vice President',b'tps://www.linkedin.com/in/dougirvin1'
235,b'LinkedIn Member',b'',b'',b'',b''
236,b'John Swift',b'',b'',b'Vice President of Sales',b'tps://www.linkedin.com/in/john-swift-8295179'
237,b'Matt Smith',b'',b'',b'Division Vice President at Conduent',b'tps://www.linkedin.com/in/mattsmith72'
238,"b'Erika K. Van Wagner, MHA'",b'',b'',"b'Vice President, IL Market'",b'tps://www.linkedin.com/in/erika-k-van-wagner-mha-92630a19'
239,b'Mitchell Corwin',b'',b'',"b'Vice President, Finance at AVIA'",b'tps://www.linkedin.com/in/mitchell-corwin-8b39a6'
240,b'Robert Pittroff',b'',b'',b'Regional Vice President',b'tps://www.linkedin.com/in/robertpittroff'
241,b'Erin Miller',b'',b'',b'Vice President of Sales at Vi',b'tps://www.linkedin.com/in/erin-miller-6604a77'
242,b'Matt Schwartz',b'',b'',b'Vice President-Sales at healthfinch',b'tps://www.linkedin.com/in/matt-schwartz-6940862'
243,b'Curtis Smith',b'',b'',b'Executive Vice President',b'tps://www.linkedin.com/in/curtis-smith-3984701'
244,b'LinkedIn Member',b'',b'',b'',b''
245,b'Nancy Anderson',b'',b'',"b'Vice President, Contracting'",b'tps://www.linkedin.com/in/nancy-anderson-38b21711'
246,b'George Thomas',b'',b'',"b'Partner at TimeDoc, Inc.'",b'tps://www.linkedin.com/in/gthomasiv'
247,b'James Breese',b'',b'rrent: I am currently the VP of Sales for McKesson...',b'Vice President Sales at McKesson',b'tps://www.linkedin.com/in/james-breese-36992118'
248,b'LinkedIn Member',b'',b'',b'',b''
249,b'Jason Branch',b'',b'',b'Regional Vice President',b'tps://www.linkedin.com/in/jason-branch-8027996'
250,b'Pierre Verger',b'',b'',b'Vice President of Operations',b'tps://www.linkedin.com/in/pierre-verger-37289924'
251,b'Tim Martin',b'',b'',b'Territory Vice President at McKesson',b'tps://www.linkedin.com/in/tim-martin-90356a15'
252,b'LinkedIn Member',b'',b'',b'',b''
253,b'john ogunkeye',b'',b'',b'Executive Vice President',b'tps://www.linkedin.com/in/john-ogunkeye-1b746382'
254,b'LinkedIn Member',b'',b'',b'',b''
255,b'Michael Karson',b'',b'',b'Vice President of Operations at Optum',b'tps://www.linkedin.com/in/michael-karson-14543a125'
256,b'Michael Humphrey',b'',b'',b'National Vice President at Sg2',b'tps://www.linkedin.com/in/michael-humphrey-3b026443'
257,b'Susan Dieter',b'',b'',b'Area Vice President',b'tps://www.linkedin.com/in/susan-dieter-7a590512'
258,b'Paul Lebedinsky',b'',b'',b'COO of Kolea Healthcare',b'tps://www.linkedin.com/in/paul-lebedinsky-35b602119'
259,b'Jay Prystowsky',b'',b'',"b'Associate Vice President, Sg2'",b'tps://www.linkedin.com/in/jay-prystowsky-2b608352'
260,b'Matt Krutky',b'',b'',"b'Associate Vice President, Sg2'",b'tps://www.linkedin.com/in/matt-krutky-2241b34'
261,b'Debi Jordan',b'',b'',b'Vice President of Operations',b'tps://www.linkedin.com/in/debi-jordan-30589a1a'
262,b'LinkedIn Member',b'',b'',b'',b''
263,b'LinkedIn Member',b'',b'',b'',b''
264,b'LinkedIn Member',b'',b'',b'',b''
265,b'LinkedIn Member',b'',b'',b'',b''
266,b'LinkedIn Member',b'',b'',b'',b''
267,b'LinkedIn Member',b'',b'',b'',b''
268,b'Paul Taramelli',b'',b'',b'Regional Vice President',b'tps://www.linkedin.com/in/paul-taramelli-7a963460'
269,b'LinkedIn Member',b'',b'',b'',b''
270,b'LinkedIn Member',b'',b'',b'',b''
271,b'LinkedIn Member',b'',b'',b'',b''
