,name,position,company,description,linkedin_url
23,b'Larry Marple',b'Interim IT Director-CIO / Senior Project Manager (PMP)',b'Marple Information Services Inc.',"b'Interim IT Manager-CIO / Project Manager-PMP during business transitions, technology changes. CISSP'",b'tps://www.linkedin.com/in/marple'
24,b'Aaron Woldman',b'CIO',b'Micro Advantage Inc.',b'CIO / VP at Micro Advantage Inc.',b'tps://www.linkedin.com/in/aaron-woldman-a321421'
25,b'Michael Teets',b'Contract CIO',b'UHS Ultimate Home Services',"b'Co-Founder at Tekainos, LLC'",b'tps://www.linkedin.com/in/michaelteets'
26,b'Mike Coutinho',b'Co-Founder and CIO',"b'Innovate IP, Inc.'",b'Sr. Systems Manager',b'tps://www.linkedin.com/in/mike-coutinho-609ab7'
27,b'William Diederich',"b'Founder, CIO CTO CISO'",b'CIO for You - CISO for You',"b'Technology Visionary, Security Expert, C-level Executive'",b'tps://www.linkedin.com/in/williamdiederich'
28,b'Bob Travis',b'CIO - Fairfield Medical Center',b'McKesson Provider Technologies',b'Executive Director IT Outsourcing- McKesson Managed Services',b'tps://www.linkedin.com/in/bob-travis-95927616'
29,b'Matt Bernard',b'CIO',b'One Click Technology Group',"b'Code, Data, Bots, DevOps and Automation'",b'tps://www.linkedin.com/in/occsceo'
30,b'Tim Heisler',b'CIO',b'MacEndeavours',b'Senior Business Leader Leveraging Technology',b'tps://www.linkedin.com/in/timheisler'
31,b'Thomas R. Bender',b'Partner & CIO',b'NH Learning Solutions Corporation',b'Partner - NH Learning Solutions | IT Training & Business Training',b'tps://www.linkedin.com/in/thomasrbender'
32,"b'Michael Hancock, MS-MIS'",b'Co-Owner/CIO/Project Manager',b'Spoonie Farm',b'DoD Information Technology Specialist (Cybersecurity)',b'tps://www.linkedin.com/in/michael-h-59103a8'
33,"b'Robert Zahn, MBA'",b'',b'',b'CIO at AAA Ohio Auto Club',b'tps://www.linkedin.com/in/robertzahn'
34,b'Jeff Jacobs',"b'Chief Information Officer (CIO), Global Information Technology'",b'OCLC',"b""Chief Information Officer (CIO) at OCLC | Computerworld's 2015 Premier 100 IT Leader""",b'tps://www.linkedin.com/in/jeff-jacobs-354a943'
35,b'Chris Berk',b'',b'',b'CIO at Henry Schein Animal Health',b'tps://www.linkedin.com/in/chrisberk'
36,b'Denise Zabawski',b'',b'',b'CIO at Nationwide Childrens Hospital',b'tps://www.linkedin.com/in/denise-zabawski-335b0020'
37,b'Mark Boyed',b'',b'',b'CIO at LION',b'tps://www.linkedin.com/in/mboyed'
38,b'Doug McCollough',b'CIO',"b'City of Dublin, Ohio USA'","b'CIO at the City of Dublin, Ohio'",b'tps://www.linkedin.com/in/dougmccollough'
39,b'Craig Douglas',b'',b'',"b'Consultant, IT Senior Leader, Interim CIO, IT Strategy at Somerset Consulting'",b'tps://www.linkedin.com/in/craigdouglas0707'
40,"b""Bryan O'Shaughnessy""",b'',b'',b'CIO at The Surgical Hospital at Southwoods',b'tps://www.linkedin.com/in/bryan-o-shaughnessy-08948a3a'
41,b'Jonathan White',b'Co-Founder / CIO',b'UberData Networks',b'Founder / CIO',b'tps://www.linkedin.com/in/jonathanrwhite'
42,b'Dave Fiser MBA FABC',b'VP/CIO',b'Akron General Health System',b'VP/CIO at Cleveland Clinic Akron General',b'tps://www.linkedin.com/in/dave-fiser-mba-fabc-31816610'
43,b'Stu Davis',b'',b'',b'State CIO/Assistant Director at Ohio Department of Administrative Services/Office of Information Technology',b'tps://www.linkedin.com/in/stu-davis-ab0a3a4'
44,b'Jeremy Johnson',b'Virtual CIO and Senior Support Specialist',"b'Techknowlogic, LTD'","b'Virtual CIO and Senior support specialist at Techknowlogic, LTD providing IT Managed Services since 1991'",b'tps://www.linkedin.com/in/jeremysprofile'
45,b'Raymond Bohac',b'CIO',b'CancerBridge',b'Visionary Entrepreneur and Investor',b'tps://www.linkedin.com/in/raybohac'
46,b'Kris Merz',b'',b'',b'CIO at The Limited',b'tps://www.linkedin.com/in/kris-merz-136b7511'
47,b'Sam Orth',b'',b'',b'Director of Technology/CIO at City of Columbus',b'tps://www.linkedin.com/in/samorth'
48,b'Brian Donato',b'',b'',"b'CIO at Vorys, Sater, Seymour and Pease LLP'",b'tps://www.linkedin.com/in/briandonato'
49,b'Don Reichert',b'Vice President/ CIO',"b'The MetroHealth System (Cleveland, OH)'",b'Vice President /CIO at The MetroHealth System',b'tps://www.linkedin.com/in/don-reichert-bb946230'
50,b'Kevin Moran',b'',b'',b'CIO at T. Marzetti Company',b'tps://www.linkedin.com/in/kevin-moran-8471164'
51,"b'Pam Banchy, RN-BC, PMP, CHCIO'",b'CIO & VP Clinical Informatics and Transformation',b'Western Reserve Health System',b'CIO & VP Clinical Informatics & Transformation at Western Reserve Hospital',b'tps://www.linkedin.com/in/pam-banchy-rn-bc-pmp-chcio-78b36932'
52,b'Russ Frazee',b'',b'',b'COO/CIO at FCX Performance',b'tps://www.linkedin.com/in/russ-frazee-8557b56'
53,b'Misty Kuamoo',b'Leadership Team-Technology Process (CIO)',b'Abrasive Technology',b'Leadership Team (CIO)-Abrasive Technology',b'tps://www.linkedin.com/in/mistykuamoo'
54,b'Lori Miller',b'',b'',b'CIO at Joint Township District Memorial Hospital (Grand Lake Health System)',b'tps://www.linkedin.com/in/lori-miller-63713060'
55,b'Bob Mains',b'',b'',"b'Senior Director, Application Services - Office of the CIO at The Ohio State University'",b'tps://www.linkedin.com/in/robertmains'
56,b'Dave Parfrey',b'CIO',"b'Brains for Business, Inc.'","b'Freelance Objective-C, Ruby on Rails Developer'",b'tps://www.linkedin.com/in/daveparfrey'
57,b'Mark J Sims',"b'CIO & VP, Business Transformation'",b'The Scotts Miracle-Gro Company',b'CIO at The Scotts Miracle-Gro Company',b'tps://www.linkedin.com/in/mark-sims-cio'
58,b'Thomas Della Flora',b'',b'',b'VP & CIO at Catholic Medical Center',b'tps://www.linkedin.com/in/thomas-della-flora-b2a4a19'
59,b'Joanne White',b'CIO',b'Wood County Hospital / HIMSS Analytics Stage 6 Hospital',b'CIO at Wood County Hospital',b'tps://www.linkedin.com/in/joanne-white-28a5464'
60,b'Dariusz Dabek',b'Roving CIO',"b'IS Security Solutions, LLC'","b""Mission: Keeping the 'sh' in IT silent. Roving CIO at IS Security Solutions, LLC.""",b'tps://www.linkedin.com/in/dariuszdabek'
61,b'Nathan Huskey',b'CIO/COO',b'Ohio Department of Health',b'CIO/COO',b'tps://www.linkedin.com/in/nathan-huskey-863bb419'
62,b'Ron Hosenfeld',b'',b'',b'CIO at Lucid Workflow Solutions',b'tps://www.linkedin.com/in/ron-hosenfeld-250a412'
63,b'Eric Whitehead',b'Co-Founder and CIO',b'Over The Edge Technology',"b'Co-Founder and CIO, Over The Edge Technology'",b'tps://www.linkedin.com/in/eric-whitehead-5199a31'
64,b'Scott L. Ferguson',b'CIO Tiffin University',b'Ellucian',"b'CIO, Tiffin University'",b'tps://www.linkedin.com/in/slfergcio'
65,b'Guru Vasudeva',b'',b'',"b'SVP & CIO, Program & Application Services at Nationwide'",b'tps://www.linkedin.com/in/guruvasudeva'
66,b'Bill Blausey',b'',b'',b'SVP and CIO at Eaton',b'tps://www.linkedin.com/in/billblausey'
67,b'Ashlee Aldridge',"b'SVP, CIO'",b'DSW Inc.',"b'SVP, CIO, DSW Inc.'",b'tps://www.linkedin.com/in/ashlee-aldridge-32181b4'
68,b'Dennis Ryan',b'Vice President and CIO',b'Hexion Inc.',"b'Vice President & CIO, Hexion Inc.'",b'tps://www.linkedin.com/in/dennis-ryan-61b85b6'
69,b'Bob Craig',b'',b'',b'CIO at Baker Hostetler LLP',b'tps://www.linkedin.com/in/bocraig'
70,b'Mark MacNaughton',b'',b'',b'SVP CIO Medical Segment at Cardinal Health',b'tps://www.linkedin.com/in/markmacnaughton'
71,b'Supantha Banerjee',b'VP and CIO',b'PSC Metals',"b'Digital Transformation | CIO | CTO | VP of IT , Product Development | Board Member'",b'tps://www.linkedin.com/in/supantha'
72,b'Jim Sage',b'',b'',b'VP of IT & CIO at Famous Supply',b'tps://www.linkedin.com/in/jimsage23'
73,b'B. Mario Shahidian',b'Vice President and CIO',b'STERIS Corp.',b'CIO at STERIS Corp.',b'tps://www.linkedin.com/in/bshahidian'
74,b'Christopher Nehez',b'Vice President & CIO',b'Oatey Company',b'Vice President & CIO',b'tps://www.linkedin.com/in/chrisnehez'
75,b'Jody Davids',b'',b'',"b'EVP, CIO at Cardinal Health'",b'tps://www.linkedin.com/in/jody-davids-93800b2'
76,b'Spencer Wood',b'',b'',b'Chief Operations Officer/Deputy State CIO at State of Ohio',b'tps://www.linkedin.com/in/spencwood'
77,b'Andy Chileski',b'',b'',b'CIO at Berger Health System',b'tps://www.linkedin.com/in/andy-chileski-98aa5519'
78,b'John Ellinger',b'',b'',b'CIO at Bowling Green State University',b'tps://www.linkedin.com/in/john-ellinger-1015bb2'
79,b'RANJAN RAO',b'',b'',b'Deputy CIO at Ohio Department of Medicaid',b'tps://www.linkedin.com/in/ranjan-rao-749468101'
80,b'Thomas Bentley',b'',b'',b'Deputy CIO - Applications at The Ohio State University Medical Center',b'tps://www.linkedin.com/in/thomasbentley'
81,b'David Shroades',"b'Vice President, Professional Services/CIO'",b'Alliance Community Hospital',"b'Vice President, Professional Services/CIO, Alliance Community Hospital'",b'tps://www.linkedin.com/in/david-shroades-16a46711'
82,b'Wade Patrick',b'VP/CIO',b'Community Hospitals and Wellness Centers',b'Vice President / CIO at Community Hospitals and Wellness Centers',b'tps://www.linkedin.com/in/wadepatrick'
83,b'Steve Hangen',b'',b'',"b""CIO at Mikesell's Snack Food Company""",b'tps://www.linkedin.com/in/stevehangen'
84,b'Stephen Shemo',b'CIO',b'Malco Products',b'CIO',b'tps://www.linkedin.com/in/stephen-shemo-7b91bb5'
85,b'Rod Houpe',b'',b'',b'CIO at Cleveland Metropolitan School District',b'tps://www.linkedin.com/in/rodhoupe'
86,b'James Yukech',b'Interim CIO',b'Youngstown State University',"b'Interim CIO, Youngstown State University'",b'tps://www.linkedin.com/in/james-yukech-7732ba1'
87,b'Domenic DiLalla',b'CIO - DSC - Americas',b'Deutsche Post DHL',"b'CIO-Americas at Exel, Inc.'",b'tps://www.linkedin.com/in/domenic-dilalla-a341a239'
88,b'Todd Simmons',b'CIO',b'Rite Rug',b'CIO at Rite Rug Company',b'tps://www.linkedin.com/in/todd-simmons-7703228'
89,b'Standish Stewart',b'',b'',"b'Deputy CIO and Executive Director, Enterprise Application Services at Cuyahoga Community College'",b'tps://www.linkedin.com/in/standish-stewart-564230'
90,b'R. Michael Townsend',b'CIO (CCC & the James)',b'The Ohio State University Medical Center',"b'CIO - Comprehensive Cancer Center, James Cancer Hospital, & Richard J. Solove Res. Inst., at The Ohio State University'",b'tps://www.linkedin.com/in/rmichaeltownsend'
91,b'Robin Stursa',b'',b'',b'CIO at Sisters of Charity Health System',b'tps://www.linkedin.com/in/robin-stursa-1145b921'
92,"b'Joyce B. Miller, CHCIO, CPHIMS'","b'Vice President, CIO'",b'Ohio Living',"b'Vice President, CIO Ohio Living'",b'tps://www.linkedin.com/in/joyce-b-miller-chcio-cphims-7896b45'
93,b'Dan Roe',b'',b'',"b'Partner/CIO at Budros, Ruhlin & Roe, Inc.'",b'tps://www.linkedin.com/in/dan-roe-76ba572'
94,b'Phil Skinner',b'',b'',b'Deputy CIO at The Ohio State University Medical Center',b'tps://www.linkedin.com/in/phil-skinner-2560a96'
95,"b'Sherry Neubert, MBA, PMP'",b'',b'',"b'CIO, VP IT and VP ePMO at The Goodyear Tire & Rubber Company'",b'tps://www.linkedin.com/in/sherryneubert'
96,b'Leslie Sheridan',b'',b'',b'Executive Assistant to CIO at DHL Supply Chain',b'tps://www.linkedin.com/in/lsheridan'
97,b'Tina Chubb',b'Interim Assistant Director/CIO and Chief Information Security Officer',b'Ohio Department of Insurance',b'Interim Assistant Director/CIO at Ohio Department of Insurance',b'tps://www.linkedin.com/in/tinachubb'
98,b'Jason Barresi',b'',b'',b'CIO at Merrymeeting Inc.',b'tps://www.linkedin.com/in/jason-barresi-a6a25330'
99,"b'David Potts, PMP'",b'',b'',b'CIO at Ohio Auditor of State',b'tps://www.linkedin.com/in/david-potts-pmp-1974582'
100,b'Elyse Salisbury',b'Executive Assistant to President and CIO',b'JobsOhio',b'Executive Assistant to President and CIO',b'tps://www.linkedin.com/in/elyse-salisbury-99158671'
101,b'Domenic DiLalla',b'',b'',b'CIO - Americas at Exel',b'tps://www.linkedin.com/in/domenic-dilalla-12b29b1'
102,b'Mark Smith',b'',b'',"b""Deputy CIO of Applications and Infrastructure at Ohio Attorney General's Office""",b'tps://www.linkedin.com/in/mark-smith-b701981'
103,"b'Shina Drummond Hayden, SHRM-SCP'","b'Associate Director, Human Resources Office of the CIO and Office of Distance Education & eLearning'",b'The Ohio State University',"b'Associate Director, Human Resources Office of the CIO and Distance Education & eLearning at The Ohio State University'",b'tps://www.linkedin.com/in/shina-drummond-hayden-shrm-scp-8082b2'
104,b'Jean May',b'Chief Technical Officer / Deputy CIO',b'Ohio Dept. of Mental Health and Addiction Services',b'Chief Technical Officer / Deputy CIO at Ohio Department of Mental Health & Addiction Services',b'tps://www.linkedin.com/in/jean-may-87b093a'
105,b'Keven Sipsock',b'',b'',b'Co Owner - President/CIO at The JMT Group',b'tps://www.linkedin.com/in/keven-sipsock-611b5b27'
106,"b'Connie Gargani, PMP'",b'',b'',"b'Project Manager - Application Services, Office of the CIO at The Ohio State University'",b'tps://www.linkedin.com/in/connie-gargani-pmp-2588a525'
107,b'Martin Luffy',b'',b'',b'CIO at IBP',b'tps://www.linkedin.com/in/martin-luffy-724203'
108,b'Brian Mason',"b'CIO, IT and Business Development'","b'Program Design Solutions, Inc.'","b'CIO, IT and Business Development at Program Design Solutions'",b'tps://www.linkedin.com/in/bkmason'
109,"b'Larry (John) Meyers, MBA, PMP'",b'Chief Information Officer (CIO)',b'Wilson Health',b'CIO at Wilson Health',b'tps://www.linkedin.com/in/larry-john-meyers-mba-pmp-47938524'
110,"b'Edward McNachtan, MBA'",b'Deputy Court Administrator - MIS | CIO',b'Montgomery Common Pleas Court',b'Deputy Court Administrator - MIS | CIO',b'tps://www.linkedin.com/in/edmcnachtan'
111,b'John Travillian',b'',b'',b'CIO; Director I.T. at FXSource.com',b'tps://www.linkedin.com/in/john-travillian-5b3bbb3'
112,b'Keith Byers',b'CIO',b'Quaker Windows & Doors',b'Quaker Windows & Doors',b'tps://www.linkedin.com/in/keith-byers-8740546'
113,b'Lawrence Thurman',b'CEO / COO / CIO',b'Power Of Zen',b'IT Development Supervisor at Cass Information Systems',b'tps://www.linkedin.com/in/powerofzen'
114,b'Eliezer Ganon',b'CIO and Director of Business Development',b'Design Technology Group 3 D',b'Technology and Operations Strategy',b'tps://www.linkedin.com/in/eliezer-ganon-77089'
115,b'David Hritzak',"b'Executive Consultant & Technology Innovator (CIO, EVP, PM)'",b'Intelligent Business & IT Solutions',"b""IT Management | Executive Consultant | Project Manager | Process Improvement | Data Analytic's | Business Development |""",b'tps://www.linkedin.com/in/davehritzak'
116,b'Dave Michels',b'CTO/CIO',"b'Leading EDJE, LLC'","b""Store Solutions Architect at The Wendy's Company""",b'tps://www.linkedin.com/in/davidmichels'
117,b'Matt Hunter',"b'Co Founder, CIO'",b'QPSteno',"b'Chief Project Officer at iVThree, Inc'",b'tps://www.linkedin.com/in/matthewjhunter'
118,b'Bruce Barnes',b'Co-Founder; CIO Solutions Gallery',b'The Ohio State University',b'Experienced IT Executive and Educator',b'tps://www.linkedin.com/in/bruce-barnes-653211'
119,b'Kalman Roemer',b'Cloud Architecture and Data Science Intern - Office of the CIO',b'The Ohio State University',b'Aspiring Cloud Architect and Data Scientist',b'tps://www.linkedin.com/in/kalman-roemer'
120,b'Gary Ginter',b'System Vice President and Chief Information Officer (CIO)',b'Premier Health',"b'System Vice President, Chief Information Officer'",b'tps://www.linkedin.com/in/gary-ginter-56b7a46'
121,"b'Laura Palko, SPHR,SHRM-SCP'","b'Human Resources Director, Office of the CIO and Office of Distance Education and eLearning'",b'The Ohio State University',"b'Human Resources Director, Office of the Chief Information Officer at The Ohio State University'",b'tps://www.linkedin.com/in/laurapalko'
122,b'Robert Kluczynski',b'CEO/CIO',"b'Intelimanage, Inc.'","b'Advanced Business Technology- Executive Program & Project Management- ERP, Integration, OMNI, eCommerce - (Entrepreneur)'",b'tps://www.linkedin.com/in/robert-kluczynski-97955b2'
123,b'Gene Oliver',b'VP Information Technology / CIO',b'PCCW Teleservices',b'VP Information Technology at PCCW Teleservices',b'tps://www.linkedin.com/in/geneoliver'
124,b'Eric Smolenski',b'CIO',b'Worthington Industries',b'General Manager - Oil & Gas Equipment at Worthington Cylinders',b'tps://www.linkedin.com/in/eric-smolenski-7b56802'
125,b'Keith Hatton',b'President and CIO',b'Hatton.Tech LLC',b'Internet Development Manager',b'tps://www.linkedin.com/in/keith-hatton-85837755'
126,b'Carl Nathan Lee I',b'CIO/CEO',b'ITMCT Information Technology Management Control Team',b'Information Technology Management C.T.- UMADAOP CFRO Counselor- LJC Church Pastor- Col. Area Commisioner.',b'tps://www.linkedin.com/in/carl-nathan-lee-i-b5480640'
127,b'Jasper Person',b'CIO/ Director of Youth Services',b'GetCR8V',b'GetCR8V',b'tps://www.linkedin.com/in/jasper-person-230b2a41'
128,b'Michael Goins',b'Interim CIO',b'Large Midwest Financial',b'Microsoft Consulting Services -Skype For Business -Express Route Design and Architecture at Microsoft',b'tps://www.linkedin.com/in/michael-goins-836b0158'
129,"b'Bradley Spitzer, PMP'",b'CIO Consultant',b'Independent Healthcare CIO Consultant',b'Independent IT Consultant/Project Manager',b'tps://www.linkedin.com/in/bradspitzer'
130,b'Julie Myerholtz',b'Director IT - Office of the CIO',b'First Solar',b'Information Technology Executive',b'tps://www.linkedin.com/in/jmyerholtz'
131,b'Tammy Sheehan',"b'SVP, Segment CIO - Corporate Systems (Information Technology Services)'",b'Huntington National Bank',"b'SVP, Director of Bus Management - Private Bank and Regional Banking'",b'tps://www.linkedin.com/in/tammy-sheehan-8660358'
132,b'Jim Beidler',"b'Director II, Deputy CIO'",b'Columbus State Community College',b'Chief Technology Officer at Columbus State Community College',b'tps://www.linkedin.com/in/jim-beidler-4737bb8'
133,b'Colin McHale',b'CIO & Realtor',b'Stasek Real Estate Experts',b'VP - Digital Strategy and Innovation at KeyBank',b'tps://www.linkedin.com/in/colinmchale'
134,b'Jason Dennison',b'CIO/CFO',b'Dennison Designs LLC',"b""SDMyers' Production Manager of Laboratory Analytical Services""",b'tps://www.linkedin.com/in/jasoncdennison'
135,b'Andrew Marks',b'Principal & CIO',b'Pocket Marketing Group',b'Principal and Chief Technology Officer at Pocket Marketing Group',b'tps://www.linkedin.com/in/andyatbellateq'
136,b'Venu Pallerla',b'Deputy CIO',b'ODJFS',b'Information Technology Professional with an architecture mindset!',b'tps://www.linkedin.com/in/venu-pallerla-8a36a01'
137,b'Darlene Sillick',"b'Sr. Executive Assistant to EVP, CIO Patty Morrison'",b'Cardinal Health',b'Sr. Executive Assistant at Cardinal Health',b'tps://www.linkedin.com/in/darlene-sillick-0251045'
138,b'Jim Law',b'President / CEO / CIO / Software Engineer Lead',"b'DayCIS, LLC'",b'Senior Software Engineer / Technical Lead at FINASTRA',b'tps://www.linkedin.com/in/ohjimlaw'
139,b'Raul Zendejas',b'CTO/CIO',b'DFWh',b'CEO + CO-Founder at Anvil Labs',b'tps://www.linkedin.com/in/raulz'
140,b'Joseph Ross',b'CIO',b'DRS LLC',b'SE at Involta',b'tps://www.linkedin.com/in/joseph-ross-79a13525'
141,b'David Ramsey',b'CIO & Chief Digital Officer',b'Arhaus',b'',b'tps://www.linkedin.com/in/david-ramsey-8bab292'
142,b'Paul Wilson',b'Group IT Leader - CIO',b'Westfield Insurance',b'',b'tps://www.linkedin.com/in/paul-wilson-b8a9875'
143,b'Nathalie Haddad',b'CIO - Global Business partner Sanofi-Genzyme',b'Sanofi',b'',b'tps://www.linkedin.com/in/nathalie-haddad-00237b'
144,b'Thomas (Rad) Radkiewicz',b'CIO',b'DITECH MORTGAGE CORP',b'',b'tps://www.linkedin.com/in/tradkiewicz'
145,b'Mike Strong',b'IT Director / CIO in Transition',b'\xe2\x99\xa6\xef\xb8\x8f',b'',b'tps://www.linkedin.com/in/strongmike'
146,b'Fabrisio Magalh\xc3\xa3es de Souza',b'Global IT Director for Corporate Applications and Light Vehicle BU CIO',b'Dana Incorporated',b'',b'tps://www.linkedin.com/in/fabrisio'
147,"b""Joseph D'Onofrio""",b'VP & CIO',b'Main Sail LLC',b'',b'tps://www.linkedin.com/in/josephd1'
148,b'Christopher Lynn',b'',b'',b'',b'tps://www.linkedin.com/in/christopher-lynn-46920710'
149,b'McCreary Bill',b'Vice President CIO/CTO',b'University of Toledo',b'',b'tps://www.linkedin.com/in/mccreary-bill-41677876'
150,b'Charles W. Ash',b'',b'',b'',b'tps://www.linkedin.com/in/charleswash'
151,b'John Passe',b'Chief Information Officer (CIO)',b'Jennings',b'',b'tps://www.linkedin.com/in/john-passe-9a86206'
152,b'Dave Anderson',b'VP CIO',b'Libbey Inc.',b'',b'tps://www.linkedin.com/in/davehanderson'
153,b'Tony Facca',b'',b'',b'',b'tps://www.linkedin.com/in/tony-facca-43878b1'
154,b'Marlene DeNardi',b'CIO',b'Helios Coatings Inc',b'',b'tps://www.linkedin.com/in/mmdenardi'
155,b'Dave Marcus',b'',b'',b'',b'tps://www.linkedin.com/in/davemarcus1'
156,b'Ray Kalmar',b'President/CIO',"b'Nutriband Inc., Nutriband Life Science'",b'',b'tps://www.linkedin.com/in/ray-kalmar-b5592330'
157,b'Monte Main',b'',b'',b'',b'tps://www.linkedin.com/in/montemain'
158,b'Michael Hickman',b'Network CIO',b'Department of Veterans Affairs',b'',b'tps://www.linkedin.com/in/michael-hickman-63b9115'
159,b'Anthony DePinto',b'',b'',b'',b'tps://www.linkedin.com/in/anthony-depinto-a5873522'
160,b'Ron Beverick',b'',b'',b'',b'tps://www.linkedin.com/in/ron-beverick-8302982'
161,b'Beth Hunkeler',b'',b'',b'',b'tps://www.linkedin.com/in/beth-hunkeler-29ba7b10'
162,b'Matthew King',b'CIO',"b'Perceptionist, Inc. Family of Companies'",b'',b'tps://www.linkedin.com/in/mattjoeking'
163,"b'Susan Scott, MBA, PMP'",b'',b'',b'',b'tps://www.linkedin.com/in/susanbscott'
164,"b'Shashi Jina, MBA, MS'","b'President: CIO, Management Consulting, ERP, DoD, Logistics, Business Transformation, Global PMO'",b'ASC Associates Inc',b'',b'tps://www.linkedin.com/in/shashi-jina-mba-ms-8b25ba'
165,b'Tom Grabo',b'',b'',b'',b'tps://www.linkedin.com/in/tgrabo'
166,"b'Tom Saine, CISSP'",b'Chief Information Officer (CIO)',"b'Spok, Inc.'",b'',b'tps://www.linkedin.com/in/tom-saine-cissp-5300b15'
167,b'Greg Kall',"b'Senior Vice President, CIO'",b'Summa Health',b'',b'tps://www.linkedin.com/in/gregkall'
168,"b""Sandro D'Amicone""",b'General Management and/or CIO/VP/Director Information Technolgy',b'Currently seeking new opportunities',b'',b'tps://www.linkedin.com/in/enterprisingleader'
169,b'Matthew Shields',"b'Founder Virtus Ventures, CIO'",b'Virtus Ventures',b'',b'tps://www.linkedin.com/in/matthewshields'
170,"b'David Baumgardner, MBA, FHIMSS, CPHIMS'",b'CIO',b'Union Hospital',b'',b'tps://www.linkedin.com/in/david-baumgardner-mba-fhimss-cphims-8682a97'
171,b'Richard Rococi',b'Director of Clinical Operations/Senior Clinical Systems Analyst/CIO',b'Technagroup Inc.',b'',b'tps://www.linkedin.com/in/richard-rococi-71736a1a'
172,b'Michael McGill',b'Retired Health CIO',b'Independent',b'',b'tps://www.linkedin.com/in/michael-mcgill-28a9203'
