,name,position,company,description,linkedin_url
11,"b'Angie Torres RN, MSN, MHA,'",b'Chief Clinical Officer',b'Kindred Healthcare',"b'Chief Clinical Officer, Kindred Healthcare'",b'tps://www.linkedin.com/in/angie-torres-rn-msn-mha-6b530ba1'
12,"b'David Rhew, M.D.'",b'',b'',b'Chief Medical Officer and Head of Healthcare and Fitness at Samsung Electronics America',b'tps://www.linkedin.com/in/david-rhew-m-d-1832764'
13,b'Paul Del Vacchio',b'Founder/Co-Owner/Chief Executive Officer',b'California Highlands Addiction Treatment',b'Chief Executive Officer at California Highlands Addiction Treatment',b'tps://www.linkedin.com/in/paul-del-vacchio-77a50aa'
14,b'Bill Gorenstein',b'Senior Vice President and Chief Financial Officer National Hospital Segment',"b'Prospect Medical Holdings, Inc. (National Hospital Segment)'",b'Senior Vice President and Chief Financial Officer National Hospital Segment',b'tps://www.linkedin.com/in/billgorenstein'
15,b'Veeral Desai',"b'Chief Operating Officer, Vantage Cancer Care Network'",b'McKesson',"b'Chief Operating Officer, Vantage Cancer Care Network (McKesson Corporation)'",b'tps://www.linkedin.com/in/veeraldesai'
16,"b'Mohammed Mahbouba, MD, MS'",b'',b'',b'Chief Data Officer at UCLA Health System',b'tps://www.linkedin.com/in/drmohammedmahbouba'
17,b'Dr. Stephen Grinstead',b'Co-Founder And Chief Clinical Officer',b'A Healing Place - The Estates',"b'Co-Founder Chief Clinical Officer of A Healing Place - The Estates in Camarillo, CA'",b'tps://www.linkedin.com/in/drstephengrinstead'
18,"b'Stephen Odom, Ph.D.'",b'CEO & Chief Clinical Officer',b'New Vista Behavioral Health',b'Chief Executive Officer at New Vista Behavioral Health',b'tps://www.linkedin.com/in/stephen-odom-ph-d-733517a'
19,b'Deb Hughes',b'Chief Executive Officer',b'Breathe Life Healing Center',b'Chief Executive Officer Breathe Life Healing Center',b'tps://www.linkedin.com/in/deb-hughes-2b156616'
20,b'Brandon Koretz',"b'Co-Chief, Division of Geriatric Medicine'",b'UCLA Health',"b'Interim CEO, Faculty Practice Group at UCLA Health'",b'tps://www.linkedin.com/in/brandon-koretz-8983a936'
21,b'Charles Shields',b'Chief Financial Officer',b'Greater El Monte Community Hospital',b'CFO Promise Hospital of East Los Angeles',b'tps://www.linkedin.com/in/charles-shields-3aa60912'
22,b'Maria Lozzano',b'Chief Operating Officer',b'VNA California',b'Chief Operating Officer (COO) at VNA California',b'tps://www.linkedin.com/in/maria-lozzano-6170a2113'
23,b'Joseph Allen',b'Chief Marketing Officer',b'VNA Health Care Inc.',b'Chief Marketing Officer at VNA Health Care',b'tps://www.linkedin.com/in/joseph-allen-bba01667'
24,"b'Dr. Christina Galstian, DSC'",b'Chief Executive Officer',b'California State Healthcare Services',b'Chief Executive Officer (CEO)',b'tps://www.linkedin.com/in/dr-christina-galstian-dsc-5720126'
25,b'Steven Cantrell',b'Chief Development Officer',"b'Pioneer Medical Group, Inc.'",b'Chief Development Officer at Pioneer Medical Group',b'tps://www.linkedin.com/in/stevencantrell'
26,b'Este Geraghty',b'',b'',b'Chief Medical Officer and Health Solutions Director at Esri',b'tps://www.linkedin.com/in/este-geraghty-77563411'
27,"b'George Loy Leisher, Jr.'",b'Chief Human Resources Officer',b'CHA Hollywood Presbyterian Medical Center',b'CHIEF HUMAN RESOURCES OFFICER at CHA Hollywood Presbyterian Medical Center',b'tps://www.linkedin.com/in/george-loy-leisher-jr-106aa866'
28,b'Steven Kregel',b'Chief Operating Officer / Partner',b'Northstar Senior Living',b'Chief Operating Officer / Partner at Northstar Senior Living - Entrust Senior Living - Partner',b'tps://www.linkedin.com/in/steven-kregel-aabb3556'
29,b'Karen Price-Gharzeddine',b'Chief Executive Officer',"b'San Gabriel Valley Medical Center, AHMC Health System'",b'Chief Executive Officer',b'tps://www.linkedin.com/in/karen-price-gharzeddine-98628236'
30,b'Phillip Wolfe',"b'Chief Executive Officer, Los Angeles'",b'Kindred Healthcare',b'Chief Executive Officer at Kindred Healthcare',b'tps://www.linkedin.com/in/phillip-wolfe-8589633a'
31,b'Sajid Ahmed',b'Chief Information & Innovation Officer',"b'Martin Luther King, Jr. Community Hospital'","b'Chief Information & Innovation Officer (CIIO), Martin Luther King Jr. Healthcare Corporation'",b'tps://www.linkedin.com/in/sajidahmed'
32,b'Sorena Nadaf',"b'Senior Vice President, Chief Informatics Officer (CIO). Director Data Science & Digital Health'",b'City of Hope',"b'Senior Vice President, Chief Informatics Officer (CIO). Director Data Science & Digital Health Innovation: City of Hope'",b'tps://www.linkedin.com/in/sorena-nadaf-36539a4'
33,b'Delvecchio Finley',b'',b'',b'Chief Executive Officer at Alameda Health System',b'tps://www.linkedin.com/in/delvecchio-finley-2354916'
34,b'Caitlin Beck',"b'Chief Administrative Officer, UCLA Mattel Children\xe2\x80\x99s Hospital & Women\xe2\x80\x99s Health, UCLA Health'",b'UCLA Health',"b'Chief Administrative Officer, UCLA Mattel Children\xe2\x80\x99s Hospital and Women\xe2\x80\x99s Health at UCLA Health'",b'tps://www.linkedin.com/in/caitlin-beck-38591b1'
35,b'Parvez Gondal MD',b'Chief Executive Officer - Founder',"b'United Staffing Solutions, Inc. (USSI)'","b'Chief Executive Officer at United Staffing Solutions, Inc. (USSI)'",b'tps://www.linkedin.com/in/mdnitrous'
36,b'Nirav Shah',b'',b'',b'Senior Vice President and Chief Operating Officer for clinical operations at Kaiser Permanente',b'tps://www.linkedin.com/in/niravrshah'
37,"b'Amy Gutierrez, Pharm.D.'","b'Vice President, Chief Pharmacy Officer, National Pharmacy Programs and Services'",b'Kaiser Permanente',"b'Vice President, Chief Pharmacy Officer, Kaiser Permanente'",b'tps://www.linkedin.com/in/amy-gutierrez-pharm-d-a1a22320'
38,"b'Subhas Gupta, MD, CM, PhD, FRCSC, FACS'",b'Associate Chief of Surgical Services (Immediate Past Chief)',b'Loma Linda University Medical Center',"b'Subhas Gupta - Chairman, Chief of Surgery / Surgical Services CMO, Loma Linda U; Medical Exec Officer; Plastic Surgery'",b'tps://www.linkedin.com/in/aesthetics'
39,b'Steve Popkin',b'Chief Executive Officer',b'Parkview Community Hospital Medical Center',"b'Chief Executive Officer at Parkview Community Hospital Medical Center, Riverside, CA'",b'tps://www.linkedin.com/in/steve-popkin-7187842a'
40,b'Maureen Archambault',b'',b'',"b'Senior Vice President, Chief Risk Officer at Prospect Medical Holdings, Inc.'",b'tps://www.linkedin.com/in/maureen-archambault-91a3784'
41,b'Michael Pfeffer',b'Chief Information Officer',b'UCLA Health',b'Chief Information Officer at UCLA Health Sciences',b'tps://www.linkedin.com/in/michael-pfeffer-23980821'
42,b'Jay W. Lee MD MPH FAAFP',b'',b'',b'Chief Medical Officer at Venice Family Clinic',b'tps://www.linkedin.com/in/jay-w-lee-md-mph-faafp-77019837'
43,b'Myra G.',b'',b'',"b""Chief Human Resources Officer at Children's Hospital Los Angeles (CHLA)""",b'tps://www.linkedin.com/in/myra-g-22b7719'
44,b'Prub (P.K.) Khurana',"b'Chief Executive Officer, Providence Health Network'",b'Providence Health & Services',"b'Chief Executive Officer, Providence Health Network & Chief Strategic Services Officer at Providence Health & Services'",b'tps://www.linkedin.com/in/prubkhurana'
45,"b'Shawn Phipps, PhD, MS, OTR/L, FAOTA'",b'Chief Quality Officer & Associate Hospital Administrator',b'Rancho Los Amigos National Rehabilitation Center',b'Chief Quality Officer & Associate Hospital Administrator Rancho Los Amigos National Rehabilitation Center',b'tps://www.linkedin.com/in/shawnphipps'
46,"b'Deon Kidd, DHSc, MPH, MS, PA-C'",b'Chief Administrative Physician Assistant And Orthopedic Surgery PA Fellowship Director (ARMC)',b'Arrowhead Orthopedics',b'Chief Administrative Physician Assistant And Orthopedic Surgery PA Fellowship Director',b'tps://www.linkedin.com/in/deon-kidd-dhsc-mph-ms-pa-c-484a596b'
47,b'Dino Kasdagly',b'',b'',b'Chief Operating Officer at L.A. Care Health Plan',b'tps://www.linkedin.com/in/dinokasdagly'
48,b'Bill Lazarus',b'',b'',b'Chief Technology Officer at UCLA Health',b'tps://www.linkedin.com/in/bill-lazarus-a4a7147'
49,b'Cindra Syverson',"b'Senior Vice President, Chief Human Resources Officer'","b'Prospect Medical Holdings, Inc.'","b'Senior Vice President, Chief Human Resources Officer at Prospect Medical Holdings, Inc'",b'tps://www.linkedin.com/in/csyverson'
50,b'Anthony Nguyen',b'',b'',b'Chief Executive Officer at Kindred Healthcare',b'tps://www.linkedin.com/in/anthony-nguyen-35275328'
51,b'Ravnyssa Walia',b'Chief Clinical Officer',b'VNA Health Care Inc.',"b'Chief Clinical Officer at VNA Health Care - Home Health, Hospice, and Private Caregiving'",b'tps://www.linkedin.com/in/ravnyssa-walia-568134b1'
52,b'David Mast',b'Chief Transition Officer',b'Providence Health & Services',"b'Chief Executive, Medical Group Foundations - Los Angeles, Providence St. Joseph Health'",b'tps://www.linkedin.com/in/david-mast-961109a5'
53,b'Nelson Smith',b'',b'',b'Chief Executive Officer at Pacific Grove Hospital',b'tps://www.linkedin.com/in/nelson-smith-515830b0'
54,"b'Gregg Fonarow, MD, FACC'",b'',b'',b'Co-Chief at UCLA Division of Cardiology',b'tps://www.linkedin.com/in/gregg-fonarow-md-facc-9b1b0689'
55,"b'Michael Hodgkins MD, MPH'",b'Chief Medical Information Officer (CMIO)',b'American Medical Association',b'Chief Medical Information Officer (CMIO)',b'tps://www.linkedin.com/in/michael-hodgkins-md-mph-b967953'
56,b'TJ Malseed',b'Chief Information Officer',b'Keck Medicine of USC',b'Chief Information Officer and Associate Dean at Keck Medicine of USC and Keck School of Medicine',b'tps://www.linkedin.com/in/tjmalseed'
57,b'Marcia Anderson',b'',b'',b'Chief of Medical Services at IEHP',b'tps://www.linkedin.com/in/marcia-anderson-78b6bab2'
58,b'Patrick Takahashi',b'',b'',b'Chief Medical Information Officer at Verity Health System',b'tps://www.linkedin.com/in/patrick-takahashi-a1b7b9b7'
59,b'Eric Wan',b'Chief Commercial Officer',"b'Maxor National Pharmacy Services, LLC'",b'Executive Vice President of Sales & Marketing and Chief Commercial Officer',b'tps://www.linkedin.com/in/eric-wan-b4bb9b2'
60,b'Robert Cho',b'',b'',b'Chief of Staff at Shriners Hospitals for Children',b'tps://www.linkedin.com/in/robert-cho-28576bb4'
61,b'William Jih',b'',b'',"b'Chief Medical Officer at Beaver Medical Group, Inc.'",b'tps://www.linkedin.com/in/william-jih-23349bb2'
62,b'Michael Sardaryzadeh',b'Chief Information Security Officer',b'Prime Healthcare Services',b'Chief Information Security Officer - Prime Healthcare',b'tps://www.linkedin.com/in/michael-sardaryzadeh'
63,b'Alice Kuo',b'Chief of Medicine-Pediatrics',b'David Geffen School of Medicine at UCLA',b'Chief of Medicine-Pediatrics',b'tps://www.linkedin.com/in/alice-kuo-7686289b'
64,b'Kent Hoyos',b'Vice President Information Technology - Chief Information Officer',b'Pomona Valley Hospital Medical Center',b'Chief Information Officer at Pomona Valley Hospital Medical Center',b'tps://www.linkedin.com/in/kent-hoyos-348a5a1a'
65,"b'Sylvain Trepanier, DNP, RN, CENP'",b'Chief Clinical Executive',b'Providence St. Joseph Health',"b'Regional Chief Clinical Executive, Providence St. Joseph Health, California'",b'tps://www.linkedin.com/in/sylvain-trepanier-dnp-rn-cenp-79751412'
66,b'Miriam Vega',b'',b'',b'Chief Executive Officer at UMMA COMMUNITY CLINIC',b'tps://www.linkedin.com/in/miriam-vega-6581b914'
67,b'Karen Sugano',b'Chief Operating Officer',b'CareMore Health Plan',b'Chief Operating Officer at CareMore',b'tps://www.linkedin.com/in/karen-sugano-3362b63'
68,b'Lara Khouri',b'Senior Vice President & Chief Strategy Officer',"b""Children's Hospital Los Angeles (CHLA)""","b""Senior Vice President and Chief Strategy Officer at Children's Hospital Los Angeles (CHLA)""",b'tps://www.linkedin.com/in/lara-khouri-40586b'
69,b'John Padama',b'Chief Executive Officer',b'Unistaff',b'Chief Executive Officer',b'tps://www.linkedin.com/in/john-padama-075157b6'
70,b'Belinda Tan',b'Co-founder and Chief Medical Officer',b'Science 37',b'Co-Founder and Chief Medical Officer at Science 37',b'tps://www.linkedin.com/in/belindatanmd'
71,b'Matthew Gerlach',b'',b'',b'Executive Vice President/Chief Operating Officer at CHOC Children\xe2\x80\x99s Hospital of Orange County',b'tps://www.linkedin.com/in/msg55'
72,b'Anthony Gabriel',b'',b'',b'Chief Operating Officer at Radiology Partners',b'tps://www.linkedin.com/in/anthonygabriel'
73,b'Mark Uffer',b'',b'',"b'Chief Executive Officer, Managing Director at Corona Regional Medical Center'",b'tps://www.linkedin.com/in/mark-uffer-56635444'
74,b'Annette Z',b'Chief Financial Officer',b'Be Well Nursing LLC',"b'Chief Financial Officer, Be Well Nursing LLC'",b'tps://www.linkedin.com/in/annette-z-11587030'
75,b'Rohit Kohli',b'Division Chief',"b""Children's Hospital Los Angeles (CHLA)""","b'Division Chief of Pediatric Gastroenterology, Hepatology, and Nutrition'",b'tps://www.linkedin.com/in/rohit-kohli-07ab104'
76,b'Neal Kaufman',b'Founder and Chief Medical Officer',b'Canary Health',b'Co-founder and Chief Medical Officer at Canary Health',b'tps://www.linkedin.com/in/neal-kaufman'
77,b'Rita (Goodwin) Young',b'Chief Operations Officer',"b'Health Data Vision, Inc.'","b'Chief Operations Officer - Health Data Vision, Inc.'",b'tps://www.linkedin.com/in/rita-goodwin-young'
78,b'Susi Takeuchi',b'Chief Human Resources Officer',b'UCLA Health',b'Chief Human Resources Officer at UCLA Health Sciences',b'tps://www.linkedin.com/in/susi-takeuchi-1bb5b118'
79,b'Eric Marton',b'Chief Strategy Officer',b'Verity Health System',b'Chief Strategy Officer at Verity Health System _____ CEO at Verity Physician Network',b'tps://www.linkedin.com/in/ericmarton'
80,b'Matthew Wickesberg',b'',b'',b'Chief Financial Officer / Board Member at Gentle Dental Careers',b'tps://www.linkedin.com/in/matthew-wickesberg-915a2413'
81,b'Jonas Essoufi',b'',b'',b'Chief Executive Officer at Weight Loss Medical Group',b'tps://www.linkedin.com/in/jonas-essoufi-0377477b'
82,"b'Paulette Heitmeyer, RN, MSN/ED'",b'',b'',b'Administrator and Chief Operating Officer at Marina Del Rey Hospital A Cedars-Sinai Affiliate',b'tps://www.linkedin.com/in/pauletteheitmeyer'
83,b'Lily Kam',b'',b'',b'Chief Financial Officer at Prospect Medical',b'tps://www.linkedin.com/in/lily-kam-48b942ab'
84,b'Sergio Gallegos',b'',b'',b'Associate Chief Technology Officer at UCLA Health',b'tps://www.linkedin.com/in/sergiogallegos'
85,b'Woojin Kim',b'',b'',b'Chief Medical Information Officer at Nuance Communications',b'tps://www.linkedin.com/in/woojinkim'
86,b'Jerome M. D.',b'Chief Nursing Officer',b'Arrowhead Regional Medical Center',"b'Chief Nursing Officer at Arrowhead Regional Medical Center (456-bed trauma, stroke, and burn center)'",b'tps://www.linkedin.com/in/dayaoj'
87,b'Ozzie Martinez',b'',b'',b'Chief Administrative Officer at Kaiser Permanente',b'tps://www.linkedin.com/in/ozzie-martinez-23a723106'
88,b'Tarek A. Salaway',b'Chief Executive',"b'Mission Hospital & Mission Laguna Beach, St. Joseph Hoag Health, Providence St. Joseph Health'","b'Chief Executive at Mission Hospital & Mission Laguna Beach, St. Joseph Health, Providence St. Joseph Health'",b'tps://www.linkedin.com/in/tarek-a-salaway-b58b641'
89,"b'Nicholas Testa, MD FACEP'",b'Chief Physician Executive',b'Dignity Health',b'Chief Physician Executive - Dignity Health Southern California',b'tps://www.linkedin.com/in/nicholas-testa-md-facep-23aa6246'
90,b'Robert Cherry',b'Chief Medical and Quality Officer',b'UCLA Health',"b'Chief Medical and Quality Officer, UCLA Health'",b'tps://www.linkedin.com/in/robert-cherry-6348b62b'
91,b'Mark Puleo',b'',b'',b'Vice President/Chief Human Resources Officer at Henry Mayo Newhall Memorial Hospital',b'tps://www.linkedin.com/in/mark-puleo-25a20216'
92,b'Ben Nathan',b'',b'',b'Chief Information Officer at UCLA David Geffen School of Medicine',b'tps://www.linkedin.com/in/bennathan'
93,"b'Matt Blevins, JD, MHA'",b'',b'',b'Chief Executive Officer at Barstow Community Hospital',b'tps://www.linkedin.com/in/mattblevinsjd'
94,b'Perry Cohen',b'Chief Executive Officer',b'The Pharmacy Group',"b'Chief Executive Officer, The Pharmacy Group'",b'tps://www.linkedin.com/in/perrycohen'
95,b'Margaret Hambleton',b'',b'',"b'Vice President, Chief Compliance Officer at Dignity Health'",b'tps://www.linkedin.com/in/margaret-hambleton-59562a19'
96,b'Dale Villani',b'',b'',b'Chief Executive Officer at Gold Coast Health Plan',b'tps://www.linkedin.com/in/dale-villani-2609256'
97,b'John Ferrelli',b'',b'',b'Chief Executive Officer at Seton Medical Center',b'tps://www.linkedin.com/in/john-ferrelli-83017511'
98,b'Brian Kelly',b'',b'',b'Chief Operating Officer at National Veterinary Associates',b'tps://www.linkedin.com/in/brian-kelly-6a9700'
99,"b'Arthur Dominguez Jr. MSN, RN, CEN, CPEN, TCRN, CCRN'",b'Assistant Chief Nursing Officer',b'Desert Regional Medical Center',b'Assistant Chief Nursing Officer',b'tps://www.linkedin.com/in/arthur-dominguez-jr-msn-rn-cen-cpen-tcrn-ccrn-16a80386'
100,b'James Ausman',b'',b'',b'Editor in Chief at Surgical Neurology International',b'tps://www.linkedin.com/in/james-ausman-0346712a'
101,b'LinkedIn Member',b'Vice President & Chief Information Officer',b'VCA',b'',b''
102,b'Ellen Pollack',b'',b'',b'Chief Nursing Informatics Officer at UCLA Health System',b'tps://www.linkedin.com/in/ellenpollack'
103,"b""Shannon O'Kelley""",b'',b'',b'Chief Operating Officer at UCLA Health System',b'tps://www.linkedin.com/in/shannon-o-kelley-16b0b267'
104,"b'Ken Rivers, ScB, MS, FACHE'",b'',b'',b'Chief Operating Officer at Kaiser Foundation Hospitals',b'tps://www.linkedin.com/in/ken-rivers-scb-ms-fache-4712308'
105,b'Murtaza Sanwari',b'Chief Operating Officer',b'Kaiser Permanente - Antelope Valley and Panorama City Medical Centers',b'Chief Operating Officer',b'tps://www.linkedin.com/in/murtaza-sanwari-5816b43'
106,b'Lisa Dawe',b'',b'',b'Chief Operating Officer at Western Dental',b'tps://www.linkedin.com/in/lisa-dawe-b77a1b2'
107,b'Annie Russell',b'',b'',b'Chief Operating Officer at Southern California Permanente Medical Group',b'tps://www.linkedin.com/in/annie-russell-9a33885'
108,b'Trevor Wright',b'',b'',b'Chief Operating Officer at Loma Linda University Health Hospitals',b'tps://www.linkedin.com/in/trevor-wright-608a0715'
109,b'David L. Morgan II',b'Chief Executive Officer',b'Vantage Point Holdings',b'Chief Executive Officer',b'tps://www.linkedin.com/in/david-l-morgan-ii-45165553'
110,"b'Sue Melvin, DO, CPE, FAAFP'",b'',b'',b'Chief Medical Officer at Long Beach Memorial Medical Center',b'tps://www.linkedin.com/in/sue-melvin-do-cpe-faafp-b1208b12'
111,b'Mitch Thomas',b'',b'',"b'Chief Financial Officer at Martin Luther King, Jr. Community Hospital'",b'tps://www.linkedin.com/in/mitch-thomas-7660a0a'
112,b'Anish Mahajan',b'Chief Medical Officer',b'Harbor-UCLA Medical Center',"b'Chief Medical Officer at Harbor-UCLA Medical Center; Associate Dean, David Geffen School of Medicine at UCLA'",b'tps://www.linkedin.com/in/anish-mahajan-492aa79'
113,b'Paul Craig',b'',b'',"b'Chief Administrative Officer, Keck Medicine at University of Southern California'",b'tps://www.linkedin.com/in/paul-craig-2795867a'
114,b'Kelly Linden',b'',b'',b'Chief Executive at Providence Saint Joseph Medical Center',b'tps://www.linkedin.com/in/kelly-linden-07450441'
115,b'Lannie Tonnu',b'',b'',b'Chief Financial Officer at Orthopaedic Institute for Children (OIC)',b'tps://www.linkedin.com/in/lannie-tonnu-75a888'
116,b'Ashley Miyasaki',b'',b'',b'Chief of Staff at MedRepublic',b'tps://www.linkedin.com/in/ashleymiyasaki'
117,b'Karen DuPont',b'Chief HR Officer',b'Casa Colina',"b'Retired, formerly Chief HR Officer at Casa Colina'",b'tps://www.linkedin.com/in/karen-dupont-73a34714'
118,b'Daniel Brazell',b'',b'',b'Chief Executive Officer at La Peer Health Systems',b'tps://www.linkedin.com/in/daniel-brazell-b024777'
119,b'Elizabeth Russell',b'Chief of Payment Model Transformation',b'agilon health',b'Chief of Payment Model Transformation Officer at agilon Health',b'tps://www.linkedin.com/in/elizabeth-russell-60b9666'
120,b'Gary Russell',b'',b'',b'Chief Information Officer at Methodist Hospital of Southern California',b'tps://www.linkedin.com/in/garyrussell'
121,b'Jesse Mock',b'Vice President & Chief Administrative Officer',"b'EPIC Management, LP'","b'Chief Administrative Officer at EPIC Management, LP'",b'tps://www.linkedin.com/in/jesse-mock-811771a9'
122,b'Matt McElrath',b'Chief HR Officer',b'Keck Medicine of USC',b'Chief HR Officer at Keck Medical Ctr of USC',b'tps://www.linkedin.com/in/matt-mcelrath-59a5a334'
123,b'Mark Meyers',b'',b'',"b'President and Chief Administrative Officer at Cha Healthsystems, Inc'",b'tps://www.linkedin.com/in/mark-meyers-493b1b64'
124,b'Jason Kell',"b'Chief Financial Officer, Providence Health Network'",b'Providence Health & Services',b'Chief Financial Officer at Providence Health Network',b'tps://www.linkedin.com/in/jason-kell-4b23561'
125,b'Rick Liu',b'',b'',b'Chief Analytics Officer at agilon health',b'tps://www.linkedin.com/in/warrickliu'
126,b'Jon Giese',b'Vice President and Chief Financial Officer (CFO)',b'Simi Valley Hospital',b'Chief Financial Officer \xe2\x9c\xa6 CFO & Hospital Executive \xe2\x9c\xa6 Delivering a High Standard of Care',b'tps://www.linkedin.com/in/jonathangiese'
127,b'Dustin Fennell',b'',b'',"b'Chief Information Officer at EPIC Management, LP'",b'tps://www.linkedin.com/in/dustintfennell'
128,b'Anita Chou',b'Chief Financial Officer',b'St. Vincent Medical Center',"b'Chief Financial Officer, St. Vincent Medical Center'",b'tps://www.linkedin.com/in/anita-chou-352a066'
129,b'Nicholas Merkin',b'Chief Executive Officer',b'Compliagent',"b'Chief Executive Officer, Compliagent; Adjunct Instructor, Univ. of Southern California - Price School of Public Policy'",b'tps://www.linkedin.com/in/nicholasmerkin'
130,b'Vince Jensen',b'',b'',b'Chief Administrative Officer at City of Hope',b'tps://www.linkedin.com/in/vince-jensen-9479764'
131,"b'Catherine MacLean, MD PhD'",b'',b'',b'Chief Value Medical Officer at Hospital for Special Surgery',b'tps://www.linkedin.com/in/catherine-maclean-md-phd-38627743'
132,b'Smitha Ravipudi',"b'Chief Operating Officer, USC Care & Ambulatory Care Services'",b'Keck Medicine of USC',"b'Chief Operating Officer, USC Care & Ambulatory Care Services'",b'tps://www.linkedin.com/in/smitha-ravipudi-84958770'
133,b'Tony Davis',b'Chief Financial Officer - UCLA Hospital System',b'UCLA Health System',b'UCLA Hospital System - Chief Financial Officer',b'tps://www.linkedin.com/in/tony-davis-00505241'
134,b'Karen Grimley',b'Chief Nurse Executive UCLA Health and Assistant Dean UCLA School of Nursing',b'UCLA Health',b'Chief Nurse Executive at UCLA Health and Assistant Dean UCLA School of Nursing',b'tps://www.linkedin.com/in/karen-grimley-0829976'
135,b'Steve Jaben',b'',b'',b'Chief Operating Officer of Goofing Off at Retired',b'tps://www.linkedin.com/in/stevejaben'
136,b'Nancy Jensen',b'',b'',b'Chief Communications & Marketing Officer at UCLA Health & David Geffen School of Medicine at UCLA',b'tps://www.linkedin.com/in/nancy-jensen-bba62219'
137,b'Bradley Cornish',b'',b'',b'Chief Radiologic Technologist at Menifee Valley Medical Center',b'tps://www.linkedin.com/in/bradleycornish'
138,b'Jeffrey Butler',b'',b'',"b'Chief Administrative Officer, Faculty Practice Group (FPG) at UCLA Health'",b'tps://www.linkedin.com/in/jeffreybutler1'
139,b'Karen Brandt',"b'Vice President Clinical Services, Chief Nursing Officer'",b'Glendale Adventist Medical Center',"b'Vice President Clinical Services, Chief Nursing Officer'",b'tps://www.linkedin.com/in/karen-brandt-1a06b245'
140,"b'Natalie Abadjian, MHA, PMP'",b'Special Projects Manager to the Chief Medical Officer',b'L.A. Care Health Plan',b'Special Projects Manager to the Chief Medical Officer',b'tps://www.linkedin.com/in/natalie-abadjian-mha-pmp-15758556'
141,b'Philippe Friedlich',"b'Chief, Division of Neonatology & Director, Fetal and Neonatal Intitute'","b""Children's Hospital Los Angeles""","b""Chief,Division of Neonatology & Director, Fetal and Neonatal Institute at Children's Hospital Los Angeles""",b'tps://www.linkedin.com/in/philippe-friedlich-75545555'
142,"b'Andrew Brooks, M.D.'",b'Founder/ Chief Medical Officer',b'Tigertext',b'Co-Founder/Chief Medical Officer Tigertext',b'tps://www.linkedin.com/in/andrew-brooks-m-d-87345345'
143,"b'Michelle Miller, MHA'",b'',b'',b'Chief Human Resources Officer at Placentia-Linda Hospital',b'tps://www.linkedin.com/in/michellemiller760'
144,b'Charles L. Smith',b'Chief Operating Officer',b'Vantage Oncology - The US Oncology Network',b'Chief Operating Officer at Vantage Oncology',b'tps://www.linkedin.com/in/charles-l-smith-0007513'
145,b'Donald Gordon',b'',b'',b'Chief Operating Officer General Manager at Hispanic Physicians IPA and Clinica Medica General',b'tps://www.linkedin.com/in/donald-gordon-74b9bb'
146,b'Brad Spellberg',b'',b'',b'Chief Medical Officer at LAC+USC Medical Center',b'tps://www.linkedin.com/in/brad-spellberg-671336138'
147,"b'Sarah Macias, RN, CCM'",b'Chief Executive Officer',"b'Kreative Nursing Solutions, LLC'","b'Chief Executive Officer of Kreative Nursing Solutions, LLC'",b'tps://www.linkedin.com/in/sarah-macias-rn-ccm-70700811b'
