,name,position,company,description,linkedin_url
20,Blair Wagoner,Vice President Sales,"Vida Health, Inc.",Vice President of Sales,https://www.linkedin.com/in/blairwagoner/
21,Vanessa Benavides,,,"Senior Vice President, Chief Compliance & Privacy Officer at Kaiser Permanente",https://www.linkedin.com/in/vanessa-benavides-a446b52/
22,Erin Lampert,,,"Senior Vice President, Controller at McKesson",https://www.linkedin.com/in/erin-lampert-3b9ab3/
23,LeAnne Trachok,,,Senior Vice President at Kaiser Permanente,https://www.linkedin.com/in/leanne-trachok-8359747/
24,LinkedIn Member,Vice President,Madera Community Hospital,,
25,Jay Sisodiya,Vice President - Digital Platform Services,Kaiser Permanente,Vice President - Digital Platform Services at Kaiser Permanente IT,https://www.linkedin.com/in/jay-sisodiya-7997512/
26,Lamisa Parkar,,,"Vice President, Corporate Strategy and Business Development at McKesson",https://www.linkedin.com/in/lamisaparkar/
27,Jiji John,,,Vice President - Sales Effectiveness at McKesson,https://www.linkedin.com/in/jiji-john-396651/
28,Kelly Clark Rafferty,"Vice President, Business Development and Strategy","Progyny, Inc.","Vice President, Business Development and Strategy at Progyny",https://www.linkedin.com/in/kelly-clark-rafferty-829683/
29,LinkedIn Member,,,,
30,Maria Abouseif,,,"Vice President, Healthcare Alliances at Philips Healthcare",https://www.linkedin.com/in/maria-abouseif-6b465512/
31,Thomas Kim,,,"Vice President, Partner Development at Evolent Health",https://www.linkedin.com/in/thomasmkim/
32,Bruce Harrison,"Sr. Vice President, Strategy and Operations",Optum/UnitedHealth Group,Sr. Vice President Optum/UnitedHealth Group,https://www.linkedin.com/in/bruce-harrison-62a74597/
33,Luke Cirkovic,,,Regional Vice President at Collective Health,https://www.linkedin.com/in/luke-cirkovic-74b4b65/
34,Raj Harapanahalli,"Vice President, Head of DIS Software CoE",Roche,Vice President at Roche,https://www.linkedin.com/in/phaniraj/
35,Robert Bolinger,"Vice President, Business Development","Applied Silver, Inc.","Vice President at Applied Silver, Inc.",https://www.linkedin.com/in/robertbolinger/
36,Devan Cross,"Vice President, Operations & Clinical Services",Envolve PeopleCare (Centene),"Vice President, Operations & Clinical Services",https://www.linkedin.com/in/devancross/
37,Eric Hause,"Vice President, Strategy and Analytics",Centene,Vice President- Strategy and Business Development at Health Net,https://www.linkedin.com/in/eric-hause-3136504/
38,Greg Neukirch,Vice President Sales and Marketing,Mizuho OSI,Vice President Sales and Marketing at MIZUHO OSI,https://www.linkedin.com/in/greg-neukirch-ba356513/
39,Thomas Boyd,,,Vice President of Reimbursable Services at Simione Healthcare Consultants,https://www.linkedin.com/in/thomas-boyd-553884b/
40,Krishna Velaga,Division Vice President,RehabCare and Kindred Hospital Rehabilitation Services,"Division Vice President, RehabCare Kindred Healthcare.",https://www.linkedin.com/in/krishna-velaga-46155b8/
41,Wendy Brauner,,,Vice President of Marketing at McKesson Specialty Health,https://www.linkedin.com/in/wendybrauner/
42,Aditya Mangal,,,Vice President of Customer Success and Operations at CareSkore Inc.,https://www.linkedin.com/in/mangaladitya/
43,Deepak Goyal,,,"Vice President and Partner at Strategy&, a member of the PwC network of firms (formerly Booz & Company)",https://www.linkedin.com/in/deepak-goyal-a9b4502/
44,Jamie Ferguson,,,"Vice President, Health IT Strategy & Policy at Kaiser Permanente",https://www.linkedin.com/in/jamie-ferguson-82b796/
45,Christopher Timbers,,,"Vice President, CIO at NorthBay Healthcare",https://www.linkedin.com/in/christopher-timbers-55878360/
46,Josh Margulies,,,Vice President of Marketing at Arizona Coyotes,https://www.linkedin.com/in/jmargulies/
47,Asha S. Collins,"Vice President, Clinical Trial Sourcing",McKesson,Vice President Clinical Trial Sourcing at McKesson,https://www.linkedin.com/in/ashacollins/
48,Stephen Smith,"Vice President, Sales & Marketing",Cantata Health LLC - Creating Harmony in Healthcare...,"Vice President, Sales & Marketing at NTT DATA Americas",https://www.linkedin.com/in/stephen-smith-842bb518/
49,Stephen Gordon,"Vice President Of Business Development | Value-based Consulting, Population Health, Clinical Integ.",Evolent Health (acquired Valence Health),Vice President Business Development at Evolent Health ► Solutions for Value-Based Care in Hospitals and Provider Plans,https://www.linkedin.com/in/stephengordon06/
50,Rosemary Jordan,,,"Vice President, Business Development and Strategy at Elder Care Alliance",https://www.linkedin.com/in/rosemaryjordan/
51,David Weis,Vice President of Operations,Adventist Health,Vice President of Operations at Ukiah Valley Medical Center,https://www.linkedin.com/in/david-weis-69874b80/
52,Paul F. Fasi,Vice President and General Manager,CTI Life Sciences Genetic Testing and Personalized Medicine Services,Vice President and General Manager at CTI Life Sciences Genomic and Personalized Medicine Services,https://www.linkedin.com/in/paulfasi/
53,Mark Chao,,,"Co-founder and Vice President Clinical Development at Forty Seven, Inc.",https://www.linkedin.com/in/mark-chao-a0678120/
54,Julie Skaff,,,"Vice President, Implementation and Account Management at Grand Rounds, Inc.",https://www.linkedin.com/in/julie-skaff-ba116210/
55,Nate Oubre,"California Vice President Medicaid, Children's Health Insurance Program and Charitable Health Covera",Kaiser Permanente,"California Vice President Medicaid, Children's Health Insur Program and Charitable Health Coverage at Kaiser Permanente",https://www.linkedin.com/in/nate-oubre-15b3996/
56,Jennifer Webster,,,"Senior Vice President, Financial Planning & Analysis | Mergers & Acquisitions Finance at McKesson",https://www.linkedin.com/in/jennifer-webster-4a5692/
57,Susan Moriconi,"Vice President, Human Resources",Omnicell,"Vice President, Human Resources, Omnicell",https://www.linkedin.com/in/susan-moriconi-41194010/
58,"Tina Mammone, PhD, RN",Vice President / Chief Nursing Officer,UCSF Medical Center,"Vice President/Chief Nursing Officer, UCSF Medical Center",https://www.linkedin.com/in/tina-mammone-phd-rn-3728518/
59,Ken Perez,,,"Vice President of Healthcare Policy at Omnicell, Inc.",https://www.linkedin.com/in/ken-perez/
60,Peter Mongroo,,,"Vice President, Sales at McKesson Health Solutions",https://www.linkedin.com/in/petermongroo/
61,Julie Butenko,Divisional Vice President,Kindred Healthcare,Vice President of Operations at Kindred Healthcare,https://www.linkedin.com/in/julie-butenko-4214014/
62,Ameet Nanda,"Vice President, Specialty Services & Site Administrator - CPMC",Sutter Health,"Vice President, Specialty Services & Site Administrator at Sutter Health",https://www.linkedin.com/in/ameet-nanda-4a39083/
63,Steven Denys,Vice President of Global Business Development & Strategic Partnerships,Glooko,Vice President at Glooko,https://www.linkedin.com/in/steven-denys-416a6a/
64,"Tim Wafa, J.D.","Vice President, IT Operations",Telecare Corporation,Vice President of Technology & Chief Privacy Officer,https://www.linkedin.com/in/tim-wafa-j-d-2352952/
65,Sara Crate,"Vice President, Strategy and Business Development",Evolent Health,"Senior Vice President, Partner Development",https://www.linkedin.com/in/sara-crate-088a6a7/
66,Alex Vannoni,"Vice President, Consumer Health & Services",Aetna,"Vice President, Consumer Health & Services",https://www.linkedin.com/in/avannoni/
67,Dan Edmonds-Waters,Partner and Vice President,SMI: Strategy Management Institute,"Partner and Vice President -- GTM Strategy, HealthTech Innovation, Diversity and Inclusion",https://www.linkedin.com/in/danedmondswaters/
68,Nancy McGee,,,Executive Vice President at Avalere Health,https://www.linkedin.com/in/nancy-mcgee-1022916/
69,Allan Wilsker,,,"Executive Vice President Information Technology and Customer Service at iRhythm Technologies, Inc.",https://www.linkedin.com/in/allan-wilsker-0b42a62/
70,Alpa Vyas,,,"Vice President, Patient Experience at Stanford Health Care",https://www.linkedin.com/in/alpa-vyas-a979a54/
71,LinkedIn Member,"Sr. Vice President, Finance - Northern California Network",Adventist Health,,
72,LinkedIn Member,"Vice President, Financial Services",McKesson Corporation,,
73,Jeffrey Chiu,,,Vice President of Human Resources at UCSF Medical Center,https://www.linkedin.com/in/jeffrey-chiu-3155903/
74,Alexis Sgouros,,,Vice President IT - Colorado Business Information Officer at Kaiser Permanente,https://www.linkedin.com/in/alexis-sgouros-9a17631/
75,Carlton Jacobson,Vice President of Finance,Adventist Health,Vice President of Finance at St Helena Hospital - Clear Lake,https://www.linkedin.com/in/carlton-jacobson-465ba81b/
76,LinkedIn Member,,,,
77,Okorie Ramsey,,,"Vice President, Finance Compliance Officer & SOX at Kaiser Permanente",https://www.linkedin.com/in/okorie-ramsey-4b27ba19/
78,Neeta Crawford,"Vice President, Marketing","MDLIVE, Inc.","Healthcare Marketing Leader, Vice President",https://www.linkedin.com/in/neetacrawford/
79,Tip Kim,Vice President Strategic Alliances,Stanford Health Care,"Vice President, Strategic Alliances at Stanford Health Care",https://www.linkedin.com/in/tipkim/
80,John Hertia,"Executive Vice President, President, Clinical Diagnostics Group",Bio-Rad Laboratories,"Executive Vice President, President, Clinical Diagnostics Group, Bio-Rad Laboratories",https://www.linkedin.com/in/john-hertia-a3995811/
81,Tony Rosa,,,"Vice President, Generics Sourcing at ClarusONE Sourcing Services LLP",https://www.linkedin.com/in/tony-rosa-366211/
82,LinkedIn Member,Vice President,Queen of the Valley Medical Center,,
83,Maria Ji,Vice President of Member Relations,Berkeley Women in Business,Internal Vice President at Berkeley Women in Business,https://www.linkedin.com/in/jimaria9/
84,LinkedIn Member,Vice President Operations,Sutter Health,,
85,"Jill Buathier, MA",,,Vice President and Health System Chief Revenue Cycle Officer at Stanford Health Care,https://www.linkedin.com/in/jill-buathier-ma-5a350114/
86,Todd Smith,"Vice President, Strategy and Business Development, Sutter Health Medical & Markets Network",Sutter Health,"Vice President, Strategy and Business Development at Sutter Health",https://www.linkedin.com/in/todd-smith-a6559414/
87,Christy Kaplan,"Vice President, Care Coordination and Integration",John Muir Health,"Vice President, Care Coordination and Integration at John Muir Health",https://www.linkedin.com/in/christy-kaplan-54aa276/
88,Kerin Torpey Bashaw,,,"Vice President, Quality at Verity Health System",https://www.linkedin.com/in/kerin-torpey-bashaw-a034895/
89,Don Orndoff,,,"Senior Vice President, National Facilities Services at Kaiser Permanente",https://www.linkedin.com/in/don-orndoff-20067793/
90,LinkedIn Member,,,,
91,Cameron D'Alpe,Vice President Ambulatory Care,Lucile Packard Children's Hospital,"Vice President, Lucile Packard Children's Hospital",https://www.linkedin.com/in/cameron-d-alpe-5543441/
92,LinkedIn Member,,,,
93,LinkedIn Member,Vice President Human Resources,California Pacific Medical Center,,
94,Robert Fries,,,"Vice President, Children's Services Finance/Chief Financial Officer at UCSF Benioff Children's Hospitals",https://www.linkedin.com/in/robert-fries-6131091/
95,Greg Caressi,Senior Vice President,Frost & Sullivan,"Experienced business unit leader and speaker, currently Sr Vice President, Transformational Health at Frost & Sullivan",https://www.linkedin.com/in/gregcaressi/
96,Brian Moore,,,"Senior Vice President, Treasurer at McKesson",https://www.linkedin.com/in/brian-moore-1358b75/
97,Tom Williams,,,"Vice-President and General Manager, Accountable Care at Stanford Health Care",https://www.linkedin.com/in/tomrwilliams/
98,Andrea Learned,Vice President Development,St. Joseph Health System,Vice President for Development at St. Joseph Health System- Sonoma County,https://www.linkedin.com/in/andrea-learned-5776954/
99,Elizabeth Keyes,"Vice President, McKesson Data and Analytics (mDNA)",McKesson,"Vice President, Advanced Analytics",https://www.linkedin.com/in/elizabeth-keyes-44ba864/
100,LinkedIn Member,Vice President of Human Resources,Pathways Home Health & Hospice,,
101,Lisa Foust,"Senior Vice President, Human Resources",John Muir Health,Senior Vice President Human Resources at John Muir Health,https://www.linkedin.com/in/lisa-foust-96464b39/
102,Nicole Brocato,"Vice President, Chief Quality Officer",NorthBay Healthcare,"Vice President, Chief Quality Officer",https://www.linkedin.com/in/nicole-brocato-43842422/
103,Alejandra Elam,Senior Vice President Marketing & Business Development,Versalus Health,"Senior Vice President, Strategic Marketing at Evolent Health",https://www.linkedin.com/in/alejandraelam/
104,Gary Fritz,Vice President - Chief of Applications,Stanford Health Care,Vice President Applications,https://www.linkedin.com/in/gary-fritz-05a51a30/
105,LinkedIn Member,,,,
106,LinkedIn Member,,,,
107,Ann Mao,,,"Senior Vice President, M&A at McKesson Corporation",https://www.linkedin.com/in/ann-mao-48513557/
108,"Sam Wald, M.D., M.B.A.",Vice President Inpatient Perioperative Services,Stanford Health Care,"Vice President and Associate CMO, Stanford Health Care",https://www.linkedin.com/in/sam-wald/
109,Romy Saloner,,,"Vice President, Business Operations at Genome Medical, Inc.",https://www.linkedin.com/in/romy-saloner-916546a/
110,Kitty Guptill,,,"Senior Vice President, Strategic Market Planning at Kaiser Foundation Health Plan",https://www.linkedin.com/in/kitty-guptill-5b5a758/
111,Audrey Fisher,Vice President Clinical Operations,Sutter Health,"Vice President, Cardiovascular & Surgical Specialties at Sutter Health",https://www.linkedin.com/in/audrey-fisher-52a56b4/
112,"Karen Sharpe, MD, MMM","Vice President, Clinovations",The Advisory Board Company,"VIce President, Clinovations at The Advisory Board Company",https://www.linkedin.com/in/karen-sharpe-md-mmm-b087ab3/
113,LinkedIn Member,,,,
114,Austin Purkeypile,Vice President Strategy Business Development,Dignity Health,Vice President - Strategy & Business Development at Dignity Health,https://www.linkedin.com/in/austin-purkeypile-36457b3/
115,Yvette Radford,"Vice President, External & Community Affairs",Kaiser Permanente,"Vice President, External & Community Affairs, Kaiser Permanente",https://www.linkedin.com/in/yvette-radford-1a76311/
116,David Delaney,"Senior Vice President Finance Strategy, Planning and Performance",Kaiser Permanente,"Senior Vice President Finance Strategy, Planning and Performance",https://www.linkedin.com/in/david-delaney-0681bb13/
117,Adrienne Edens,Vice President of Education,College of Healthcare Information Management Executives (CHIME),Vice President Education at College of Healthcare Information Management Executives (CHIME),https://www.linkedin.com/in/adrienne-edens-69874a5/
118,Bob Flury,Sr Vice President Sales,"Vocera Communications, Inc.",Sr Vice President Sales,https://www.linkedin.com/in/bob-flury-0b40216/
119,Kevin Gray,,,Vice President Supplier Relations/Business Development at Premier Inc.,https://www.linkedin.com/in/kevin-gray-7744b8/
120,Benjie Loanzon,Senior Vice President-Finance Transformation,Dignity Health,Senior Vice President-Finance Transformation,https://www.linkedin.com/in/benjie-loanzon-47b46b17/
121,Erik Korolev,"Vice President, Provider Network Management","Health Net, Centene Corporation","Vice President, Provider Network Management",https://www.linkedin.com/in/erik-korolev-6351659/
122,Evelyn Goodfriend,"Vice President, Transformation Partner",Evolent Health,Sr. Vice President at Evolent Health,https://www.linkedin.com/in/evelyn-goodfriend-b5627/
123,Dr. Ryan McCormick,"Founding Member, Vice President, Education Outreach Director",Floating Doctors,"Co-Founder/CEO at RemoteCare Education, CME; Co-founder/Vice-President-Floating Doctors",https://www.linkedin.com/in/dr-ryan-mccormick-03517892/
124,LinkedIn Member,,,,
125,Mitul Modi,,,"Senior Vice President, Physician Solutions at Cielo",https://www.linkedin.com/in/mitulmodi7/
126,Tracy (Liem) Murphy,,,"Vice President, Creative Services at Sutter Health",https://www.linkedin.com/in/tracy-liem-murphy-0b6677a/
127,Catherine Krna,"Vice President, Specialty Care",Stanford Health Care,"Vice President, Specialty Care at Stanford Healthcare",https://www.linkedin.com/in/catherine-krna-17a9269/
128,LinkedIn Member,Vice President of Marketing and Brand,UCSF,,
129,John Vu,"Vice President, Strategy",Kaiser Permanente,"Vice President, Strategy // Kaiser Permanente, Community Benefit, Research and Health Policy",https://www.linkedin.com/in/john-vu-45934955/
130,Maynard Jenkins,,,Regional Vice President of Human Resources at Sutter Health,https://www.linkedin.com/in/maynardjenkins/
131,Laz Garcia,,,Vice President at Kaiser Permanente IT,https://www.linkedin.com/in/garcialaz/
132,Gigi Pappas-Medan,"Vice President, KP ClaimsConnect Realization Team Leader",Kaiser Permanente,"Vice President, KP ClaimsConnect Realization at Kaiser Permanente",https://www.linkedin.com/in/gigi-pappas-medan-76b5935/
133,Cynthia Lee Smith,"Vice President, Corporate Strategy & Business Development",McKesson,"Vice President, Corporate Strategy & Business Development at McKesson Corporation",https://www.linkedin.com/in/cynleesmith/
134,Ray Nassief,Senior Vice President of Operations,John Muir Health,"Senior Vice President, Operations at John Muir Health",https://www.linkedin.com/in/ray-nassief-b3593434/
135,Jerry Warren,,,Senior Vice President at McKesson Corporation,https://www.linkedin.com/in/jerry-warren-a5688a4/
136,Paul J. Caracciolo,Vice President Advisory Services|Global Healthcare & Life Sciences,NTT DATA Services,Vice President Advisory Services,https://www.linkedin.com/in/healthcareit/
137,Peter Betzelos,,,Senior Vice President Marketing at Fluidigm Corporation,https://www.linkedin.com/in/peter-betzelos-59905111/
138,Leia Vetter,,,Regional Vice President at One Medical Group,https://www.linkedin.com/in/leia-vetter-57420015/
139,Heidi Collins,,,"Vice President, Clinical Systems at UCSF Health",https://www.linkedin.com/in/heidi-collins-20082a10/
140,LinkedIn Member,"Senior Vice President, Investor Relations",McKesson,,
141,Eric Surles Hardy,Regional Vice President/Chief Financial Officer,Verity Health System,Vice President/Chief Financial Officer - O'Conner & St. Louise Hospitals,https://www.linkedin.com/in/eshardy/
142,Edgar U. Quiroz,"Vice President, Marketing & Community Relations","Horizon Home Health Care and Ace Hospice, Inc","Vice President, Marketing & Community Relations at Horizon Home Health Care and Ace Hospice, post acute care industry",https://www.linkedin.com/in/edgaruquiroz/
143,Anne Hoang,,,"Regional Senior Vice President, Operations | The US Oncology Network at McKesson",https://www.linkedin.com/in/anne-hoang-8b18a/
144,Courtney Siegel,Vice President of Operations,Oakmont Management Group / Oakmont Senior Living,"Vice President of Operations, Oakmont Managment Group / Oakmont Senior Living",https://www.linkedin.com/in/courtney-siegel-6a55b47/
145,Cynthia Chiarappa,"Vice President Adminstration, Chief of Staff to CEO",UCSF Medical Center,Vice President Adminstration and Chief of Staff Office of the CEO,https://www.linkedin.com/in/cynthiachiarappa/
146,Kim Scurr,,,Vice President Operations at UCSF Benioff Children's Hospital SF and The Betty Irene Moore Women's Hospital,https://www.linkedin.com/in/kim-scurr-12406a7/
147,Guru Swamy,,,Vice President of Services North America at Agfa HealthCare,https://www.linkedin.com/in/gurusw/
148,Lee Ladisky,"Vice President, Provider Solutions","Apervita, Inc.","Vice President, Provider Solutions at Apervita",https://www.linkedin.com/in/leeladisky/
149,Robert Lin,,,"Vice President, Strategic Provider Account Management at UnitedHealthcare",https://www.linkedin.com/in/robert-lin-597416a2/
150,Lisa Zuckerman,"Senior Vice President, Treasury & Strategic Investments",Dignity Health,"Senior Vice President, Treasury & Strategic Investments, Dignity Health",https://www.linkedin.com/in/lisa-zuckerman-180b2b24/
151,Andrew Bertagnolli,Vice President,UnitedHealth Group,"Vice President of Behavioral Health Clinical Products at Optum, UnitedHealth Group",https://www.linkedin.com/in/andrew-bertagnolli-708932b/
152,Sathi Tadi,,,"Vice President, Mobile Technology at Zynx Health",https://www.linkedin.com/in/sathitadi/
153,LinkedIn Member,,,,
154,LeAnne Zumwalt,,,Group Vice President at DaVita,https://www.linkedin.com/in/leanne-zumwalt-75a26537/
155,Karen Kemby,,,"Vice President, Strategy and Business Development at UCSF Medical Center",https://www.linkedin.com/in/karen-kemby-862704b9/
156,Sergio Wagner,Senior Vice President of Sales and Business Development,Health Gorilla - Online Healthcare Market Place,"Senior Vice President of Sales ,Business Development and Strategy at Health Gorilla",https://www.linkedin.com/in/sergio-wagner-39256918/
157,Barbara Crawford,,,Vice President at Kaiser Permanente,https://www.linkedin.com/in/barbara-crawford-443bab10/
158,David Moeller,,,"Vice President, Global Coronary Marketing at Medtronic",https://www.linkedin.com/in/david-moeller-016b306/
159,Marie Monrad,,,"Vice President, Labor Management Partnership at Kaiser Permanente",https://www.linkedin.com/in/marie-monrad-315713a8/
160,Mohammad (Moe) Suleiman,,,"Area Vice President, CalPERS Account Management at Blue Shield of California",https://www.linkedin.com/in/moesuleiman/
161,Bill Keck,Vice President of Operations,Merrill Gardens,"Vice President of Operations at Merrill Gardens, Seattle",https://www.linkedin.com/in/bill-keck-01305750/
162,Steve Stock,"Vice President, Finance Portfolio",Kaiser Permanente Information Technology,"Vice President Finance Portfolio, Kaiser Permanente IT",https://www.linkedin.com/in/ststock/
163,LinkedIn Member,,,,
164,Doug Hires,,,Sr. Vice President at Optum360,https://www.linkedin.com/in/doug-hires-6a21b48/
165,Rich Gold,,,"Vice President, National Provider Contracting and Network Development at Kaiser Permanente",https://www.linkedin.com/in/rich-gold-a524a27/
166,Kara Matthew,"Sr. Vice President, Quality Management and Services",Change Healthcare,"Senior Vice President, Quality Management and Services at Change Healthcare",https://www.linkedin.com/in/kara-matthew-9aa74a3/
167,Bob Katter,,,Executive Vice President at First Databank (FDB),https://www.linkedin.com/in/bobkatter/
168,Fred Najjar,,,Senior Vice President of Philanthropy at Dignity Health,https://www.linkedin.com/in/fred-najjar-809248/
169,LinkedIn Member,Founder & Vice President Engineering,Servandus Inc.,,
170,Jennifer M. Carter,"Vice President, Portfolio Development",McKesson Ventures,"Vice President, Portfolio Development",https://www.linkedin.com/in/jennifer-m-carter-69509168/
171,LinkedIn Member,"Vice President Mergers, Acquisitions and Strategic Finance",McKesson,,
172,Courtney Shepler,,,Vice President Finance at Kaiser Permanente,https://www.linkedin.com/in/courtneyshepler/
173,LinkedIn Member,"Vice President, Chief Development Officer & Community Relations",Dignity Health,,
174,Brian Harris,,,Vice President Pharmacy at Sutter Health,https://www.linkedin.com/in/brianlharris1/
175,Tim Engberg,Vice President - Primary Care,Stanford Health Care,Vice President at Stanford Health Care,https://www.linkedin.com/in/tim-engberg-13a53139/
176,"Madrone Williams, RN, MSN","Vice President, Quality & Clinical Effectivenes",Sutter Health,"System Vice President, Quality & Clinical Effectiveness at Sutter Health",https://www.linkedin.com/in/madrone-williams-rn-msn-15837a24/
177,Sumter Armstrong,Vice President,CEP America,"Vice President, Business Development at CEP America",https://www.linkedin.com/in/sumter-armstrong-425b792a/
178,Jennifer Schiffgens,,,"Vice President, Operations Sutter Shared Laboratory at Sutter Health",https://www.linkedin.com/in/jennifer-schiffgens-3044114/
179,Steven Wasson,"Vice President, Clinical Solutions",RelayHealth a McKesson Company,"Vice President, McKesson",https://www.linkedin.com/in/steven-wasson-b735451/
180,LinkedIn Member,,,,
181,Angela Montesa Deftos,"Vice President Medical Group Strategy and People; Board Officer, University Medical Partners",Stanford Health Care,"Vice President Medical Group Strategy and People, UHA Stanford Health Care; Board Officer University Medical Partners",https://www.linkedin.com/in/angeladeftos/
182,Gary Goldman DDS MD,Executive Vice President Strategic Partnerships,Modio Health,Co Founder and Executive Vice President Strategic Partnerships at Modio Health,https://www.linkedin.com/in/gary-goldman-dds-md-5647996/
183,Gayatri Shah,Regional Vice President,RehabCare,Regional Vice President at Rehabcare,https://www.linkedin.com/in/gayatri-shah-1143a64/
184,Terri Guzy,Vice President Provider Network Management,Health Net,VIce President Provider Network Management at Health Net,https://www.linkedin.com/in/terri-guzy-3a0aa43/
185,Ernie Valente,,,"Vice President, Network Analytics Consulting at Optum",https://www.linkedin.com/in/evalentehealthanalyticsleader/
186,Sean Taylor,"Vice President, Business Development",MedAmerica,"Vice President, Business Development",https://www.linkedin.com/in/sean-taylor-7a7b891/
187,Lisa Farnan,"Vice President, Managed Care",Dignity Health,Vice President at Dignity Health,https://www.linkedin.com/in/lisa-farnan-258895/
188,Brendhan Green,"Vice President, Health System and Payer Strategy and Contracting",One Medical Group,"Vice President, Health System and Payer Contracting",https://www.linkedin.com/in/brendhan-green-003863/
189,Nancy Clark,"Vice President, Human Resources",Good Samaritan Hospital,"Vice President, Human Resources at Good Samaritan Hospital",https://www.linkedin.com/in/nancy-clark-14890178/
190,John McInally,,,Vice President and Partner at Philips Healthcare,https://www.linkedin.com/in/johnmcinally/
191,Michelle Lopes,Senior Vice President Patient Care Services/Chief Nursing Officer,"John Muir Medical Center, Walnut Creek Campus","Senior Vice President Patient Care Services/Chief Nursing Officer at John Muir Medical Center, Walnut Creek",https://www.linkedin.com/in/michelle-lopes-2609524/
192,John Pickett,"Regional Vice President, Provider Solutions","Anthem, Inc.","Regional Vice President, Provider Solutions @ Anthem",https://www.linkedin.com/in/john-pickett-a205282/
193,Suzanne Blumenthal,,,"Senior Vice President, Market Leader at Cotiviti",https://www.linkedin.com/in/suzblumenthal/
194,Nancy Chung,"Vice President, Health Mart Strategy & Technology",McKesson,"Vice President, Strategy & Business Development at McKesson",https://www.linkedin.com/in/nancy-chung-35a189/
195,Amy Herold,,,"Vice President, Chief Medical Officer at Queen of the Valley Medical Center",https://www.linkedin.com/in/amy-herold-2531432a/
196,Dawn Goeringer,"Vice President, Chief Nurse Executive",O'Connor Hospital,"Vice President, Chief Nurse Executive",https://www.linkedin.com/in/dawn-goeringer-94391526/
197,Steve Tablak,,,"Vice President, GeneWEAVE at Roche Molecular Systems",https://www.linkedin.com/in/steve-tablak-44a39019/
198,Carla Sanchez,,,Vice President of Operations at Sunrise Senior Living,https://www.linkedin.com/in/carla-sanchez-74b0669/
199,Michael Monaldo,"Vice President, Facilities Development & Corporate Real Estate",John Muir Health,Vice President at John Muir Health,https://www.linkedin.com/in/michael-monaldo-9732718/
200,LinkedIn Member,,,,
201,Florent Saint-Clair,Executive Vice President,"Dicom Systems, Inc.","Executive Vice President, Dicom Systems, Inc.",https://www.linkedin.com/in/florent-saint-clair-6428261/
