,name,position,company,description,linkedin_url
27,"b'Mary-Katherine Kutac, PHR'",b'',b'',b'Vice President of Human Resources at Centene Corporation',b'tps://www.linkedin.com/in/mary-katherine-kutac-phr-21736621'
28,b'Joseph Brown',b'',b'',b'Vice President of Operations at Baylor Scott & White Health',b'tps://www.linkedin.com/in/joseph-brown-15a0b78'
29,b'Jenny Colton',b'',b'',"b'Vice President, Medicaid Business Development & Strategy at Anthem'",b'tps://www.linkedin.com/in/jenny-colton-a725a33'
30,"b'Jeremy Riddle, LPC-S, ATR-BC'",b'',b'',b'Vice President of Clinical Operations at Cenpatico',b'tps://www.linkedin.com/in/jeremy-riddle-lpc-s-atr-bc-6a975b98'
31,b'Drew Morton',b'',b'',b'Senior Vice President & Chief Human Resources Officer at Hanger',b'tps://www.linkedin.com/in/drewmorton'
32,b'Debbie Jefferson',b'',b'',"b'Senior Vice President, Revenue Cycle Services'",b'tps://www.linkedin.com/in/debbie-jefferson-8b67b89'
33,b'Blair Wagoner',b'',b'',b'Vice President of Sales',b'tps://www.linkedin.com/in/blairwagoner'
34,b'Lee Hughes',b'',b'',b'Executive Vice President at NewLight Healthcare',b'tps://www.linkedin.com/in/lee-hughes-45b70410'
35,b'Bill Linder',b'',b'',b'Vice President of Operations at Surgical Care Affiliates',b'tps://www.linkedin.com/in/bill-linder-99867a'
36,b'Raymond Anderson',b'',b'',b'Senior Vice President and Chief Strategy Officer at Seton Healthcare Family',b'tps://www.linkedin.com/in/raymond-anderson-85348576'
37,"b'Mary-Katherine Kutac, PHR'",b'',b'',b'Vice President of Human Resources at Centene Corporation',b'tps://www.linkedin.com/in/mary-katherine-kutac-phr-21736621'
38,b'Joseph Brown',b'',b'',b'Vice President of Operations at Baylor Scott & White Health',b'tps://www.linkedin.com/in/joseph-brown-15a0b78'
39,b'Jenny Colton',b'',b'',"b'Vice President, Medicaid Business Development & Strategy at Anthem'",b'tps://www.linkedin.com/in/jenny-colton-a725a33'
40,b'Varadharajan Ramasamy',b'',b'',b'Associate Vice President at IKS Health Pvt Ltd',b'tps://www.linkedin.com/in/varadhar1978'
41,b'Lisa Neal',b'',b'',"b'Vice President, Compliance @ Superior HealthPlan'",b'tps://www.linkedin.com/in/lisa-neal-5311a092'
42,b'Robin Dufresne',b'',b'',"b'Vice President and Director, Healthcare and Human Services at CSG Government Solutions'",b'tps://www.linkedin.com/in/robin-dufresne-01b92919'
43,b'Ben Chapman',b'',b'',b'Vice President of Sales at Kinnser Software',b'tps://www.linkedin.com/in/benjaminpaulchapman'
44,b'Tony Jones',b'',b'',b'Vice President at Clinical Pathology Laboratories',b'tps://www.linkedin.com/in/tony-jones-7588091'
45,b'Julie Hajek',b'',b'',"b""Regional Vice President of Human Resources - St. David's Healthcare""",b'tps://www.linkedin.com/in/julie-hajek-060b413'
46,"b'Lisa Molnar, ARM, PHR, BAC'",b'',b'',"b'Executive Vice President, Employment Resources at HHS - Hospital Housekeeping Systems'",b'tps://www.linkedin.com/in/lisa-molnar-arm-phr-bac-55770928'
47,b'Ceri Mackenzie',b'',b'',b'Vice President of Wellness at Civitas Senior Living',b'tps://www.linkedin.com/in/ceri-mackenzie-26316798'
48,b'Marysol Imler',b'',b'',b'Vice President of Operations Freestanding Emergency Services',b'tps://www.linkedin.com/in/marysol-imler-7242159'
49,b'Varadharajan Ramasamy',b'',b'',b'Associate Vice President at IKS Health Pvt Ltd',b'tps://www.linkedin.com/in/varadhar1978'
50,b'Lisa Neal',b'',b'',"b'Vice President, Compliance @ Superior HealthPlan'",b'tps://www.linkedin.com/in/lisa-neal-5311a092'
51,b'Robin Dufresne',b'',b'',"b'Vice President and Director, Healthcare and Human Services at CSG Government Solutions'",b'tps://www.linkedin.com/in/robin-dufresne-01b92919'
52,b'Ben Chapman',b'',b'',b'Vice President of Sales at Kinnser Software',b'tps://www.linkedin.com/in/benjaminpaulchapman'
53,b'Tony Jones',b'',b'',b'Vice President at Clinical Pathology Laboratories',b'tps://www.linkedin.com/in/tony-jones-7588091'
54,b'Denise Bradley',b'',b'',"b""Vice President of Communication & Community Affairs at St. David's HealthCare""",b'tps://www.linkedin.com/in/denise-bradley-b704b346'
55,b'Julie Hajek',b'',b'',"b""Regional Vice President of Human Resources - St. David's Healthcare""",b'tps://www.linkedin.com/in/julie-hajek-060b413'
56,"b'Lisa Molnar, ARM, PHR, BAC'",b'',b'',"b'Executive Vice President, Employment Resources at HHS - Hospital Housekeeping Systems'",b'tps://www.linkedin.com/in/lisa-molnar-arm-phr-bac-55770928'
57,b'Ceri Mackenzie',b'',b'',b'Vice President of Wellness at Civitas Senior Living',b'tps://www.linkedin.com/in/ceri-mackenzie-26316798'
58,b'Marysol Imler',b'',b'',b'Vice President of Operations Freestanding Emergency Services',b'tps://www.linkedin.com/in/marysol-imler-7242159'
59,b'Greg Sheff',b'',b'',"b'Executive Vice President, Chief Medical Officer at AccentCare, Inc.'",b'tps://www.linkedin.com/in/greg-sheff-78419b53'
60,b'Brian L. Robbins',b'',b'',b'Vice President at Buckner Retirement Services',b'tps://www.linkedin.com/in/brianrobbins2'
61,b'Ryan Jorde',b'',b'',b'Regional Vice President of Sales at Abode Healthcare',b'tps://www.linkedin.com/in/ryanjorde'
62,b'Bob Martin',b'',b'',"b'Vice President, Human Resources at Austin Regional Clinic/Covenant Management Systems'",b'tps://www.linkedin.com/in/bob-martin-8557463'
63,b'Rocky Wilcox',b'',b'',b'Vice President & General Counsel at Texas Medical Association',b'tps://www.linkedin.com/in/rocky-wilcox-1837285'
64,b'Michael Stevenson',b'',b'',b'Vice President Of Product Management at Evariant',b'tps://www.linkedin.com/in/michaelstevensonpt'
65,b'Ronald Crossno',b'',b'',"b'Vice President, Medical Affairs, and Chief Medical Officer at Kindred at Home'",b'tps://www.linkedin.com/in/rcrossno'
66,b'Donna Langbein',b'',b'',"b""Assistant Vice President, Physician & Provider Relations at St. David's HealthCare/HCA""",b'tps://www.linkedin.com/in/donna-langbein-05726022'
67,b'LinkedIn Member',b'',b'',b'',b''
68,b'Greg Sheff',b'',b'',"b'Executive Vice President, Chief Medical Officer at AccentCare, Inc.'",b'tps://www.linkedin.com/in/greg-sheff-78419b53'
69,b'Brian L. Robbins',b'',b'',b'Vice President at Buckner Retirement Services',b'tps://www.linkedin.com/in/brianrobbins2'
70,b'Ryan Jorde',b'',b'',b'Regional Vice President of Sales at Abode Healthcare',b'tps://www.linkedin.com/in/ryanjorde'
71,b'Bob Martin',b'',b'',"b'Vice President, Human Resources at Austin Regional Clinic/Covenant Management Systems'",b'tps://www.linkedin.com/in/bob-martin-8557463'
72,b'Rocky Wilcox',b'',b'',b'Vice President & General Counsel at Texas Medical Association',b'tps://www.linkedin.com/in/rocky-wilcox-1837285'
73,b'RoxAnn Dominguez',b'',b'',b'Vice President Managed Care at ReCept Pharmacy',b'tps://www.linkedin.com/in/roxann-dominguez-9680b434'
74,b'Michael Stevenson',b'',b'',b'Vice President Of Product Management at Evariant',b'tps://www.linkedin.com/in/michaelstevensonpt'
75,b'Ronald Crossno',b'',b'',"b'Vice President, Medical Affairs, and Chief Medical Officer at Kindred at Home'",b'tps://www.linkedin.com/in/rcrossno'
76,b'Donna Langbein',b'',b'',"b""Assistant Vice President, Physician & Provider Relations at St. David's HealthCare/HCA""",b'tps://www.linkedin.com/in/donna-langbein-05726022'
77,b'LinkedIn Member',b'',b'',b'',b''
78,b'LinkedIn Member',b'',b'',b'',b''
79,b'jeramy summers',b'',b'',b'Vice President of Regional Operations at Brookdale',b'tps://www.linkedin.com/in/jeramy-summers-73412445'
80,b'Chad Simpson',b'',b'',b'Regional Vice President of Operations at Discovery Senior Living',b'tps://www.linkedin.com/in/chad-simpson-619649a'
81,b'Michele Downey',b'',b'',b'Vice President Operations TeamHealth',b'tps://www.linkedin.com/in/michele-downey-1b55b619'
82,b'Julie Chicoine',b'',b'',b'Senior Vice President and General Counsel',b'tps://www.linkedin.com/in/jchicoinegc'
83,b'Thad Puckett',b'',b'',"b'Vice President for Business Development, Karis Health Choice at The Karis Group'",b'tps://www.linkedin.com/in/thadpuckett'
84,b'Jeff Schoeneberg',b'',b'',"b'Vice President, Total Rewards & HRIS at Hanger, Inc.'",b'tps://www.linkedin.com/in/jeffschoeneberg'
85,b'Roderick Carbonell',b'',b'',"b""Vice President Physician Services at St. David's HealthCare / HCA Physician Services""",b'tps://www.linkedin.com/in/roderick-carbonell-20433744'
86,b'Stephanie Rogers',b'',b'',b'Vice President Government Programs',b'tps://www.linkedin.com/in/stephanie-rogers-b7172811'
87,b'Claire Saenz MHA',b'',b'',b'Regional Vice President of Sales at Healthcare IP',b'tps://www.linkedin.com/in/claire-saenz-mha-38631910'
88,b'Satish Cheema',b'',b'',"b'Vice President,Entrepreneurship and Healthcare Analytics'",b'tps://www.linkedin.com/in/satish-cheema-b494b31'
89,b'LinkedIn Member',b'',b'',b'',b''
90,b'Kenneth Lanier',b'',b'',b'Senior Vice President Operations',b'tps://www.linkedin.com/in/kenneth-lanier-94aa6014'
91,b'Jason Combs',b'',b'',b'Vice President at Chardonnay Dialysis Inc',b'tps://www.linkedin.com/in/jason-combs-b2974944'
92,b'Kalunde Wambua-Weaver',b'',b'',"b'Vice President, Superior Health Plan'",b'tps://www.linkedin.com/in/kalunde-wambua-weaver-bb54284'
93,b'Renee Gonzales',b'',b'',b'Assistant Vice President for Research at The University of Texas at Austin',b'tps://www.linkedin.com/in/renee-gonzales-12282085'
94,b'Gabriela Saenz',b'',b'',b'Vice President- Advocacy & Public Policy at CHRISTUS Health',b'tps://www.linkedin.com/in/gabriela-saenz-a6b6b056'
95,b'Katy Turner',b'',b'',b'Vice President at GLG (Gerson Lehrman Group)',b'tps://www.linkedin.com/in/katy-turner-14868326'
96,b'LinkedIn Member',b'',b'',b'',b''
97,b'Cesar Nava',b'',b'',"b'Vice President Information Technologies at Nuvimedix, LLC'",b'tps://www.linkedin.com/in/cesarnava'
98,b'Joel Steele',b'',b'',b'Vice President of Information Systems at HHS - Hospital Housekeeping Systems',b'tps://www.linkedin.com/in/joel-steele-8b616119'
99,b'Jade Winters',b'',b'',"b'Vice President, Business Development, Satellite Healthcare'",b'tps://www.linkedin.com/in/jade-winters-63297214'
100,b'Oon Soo Ung',b'',b'',b'Vice President Finance - Operations at Seton Healthcare Family',b'tps://www.linkedin.com/in/oon-soo-ung-648a8256'
101,b'Trey Dart',b'',b'',b'Vice President Strategic Accounts at Parallon',b'tps://www.linkedin.com/in/trey-dart-4842b44'
102,b'LinkedIn Member',b'',b'',b'',b''
103,"b'Craig R. Fisher, MHA, FACHE'",b'',b'',"b'Vice President, Clinic Operations (Austin)'",b'tps://www.linkedin.com/in/craig-r-fisher-mha-fache-52288713'
104,b'David Jinright',b'',b'',"b'Vice President, Post-Acute Care, Ensign Services Inc.'",b'tps://www.linkedin.com/in/david-jinright-80909027'
105,b'LinkedIn Member',b'',b'',b'',b''
106,b'Karim Prasla',b'',b'',"b'Vice President, Clinical Outcomes Analytics and Research at Magellan Health Services'",b'tps://www.linkedin.com/in/karim-prasla-2407947'
107,b'Katie Kleinsmith Csobaji',b'',b'',"b'Senior Vice President, Senior Living at Caddis'",b'tps://www.linkedin.com/in/katie-kleinsmith-csobaji-754a7320'
108,b'Darin Breitschopf',b'',b'',"b'Senior Vice President, Business Strategy and Managed Markets'",b'tps://www.linkedin.com/in/darin-breitschopf-13662913'
109,b'Staton Shed',b'',b'',b'Vice President of Business Integration',b'tps://www.linkedin.com/in/staton-shed-3b139a8'
110,b'Nyle Leftwich',b'',b'',b'Vice President at Boon Chapman',b'tps://www.linkedin.com/in/nyle-leftwich-20004042'
111,b'Brett Arnold',b'',"b'rrent: ...2009 - 2012 VP, Solutions... , VP, Innovation'",b'Vice President of Innovation at Cotiviti Healthcare',b'tps://www.linkedin.com/in/brett-arnold-5286082'
112,"b'Jennifer Haas, PMP'",b'',b'',b'Vice President at MAXIMUS',b'tps://www.linkedin.com/in/jennifer-haas-pmp-32317a'
113,b'Noah Bunker',b'',b'',b'Regional Vice President at MEDNAX',b'tps://www.linkedin.com/in/noah-bunker-aabb4b35'
114,"b'Christopher Meola, CPPM'",b'',b'',b'Vice President of Operations at Equalize RCM Services',b'tps://www.linkedin.com/in/christophermeola'
115,b'LinkedIn Member',b'',b'',b'',b''
116,b'Karim Prasla',b'',b'',"b'Vice President, Clinical Outcomes Analytics and Research at Magellan Health Services'",b'tps://www.linkedin.com/in/karim-prasla-2407947'
117,b'Katie Kleinsmith Csobaji',b'',b'',"b'Senior Vice President, Senior Living at Caddis'",b'tps://www.linkedin.com/in/katie-kleinsmith-csobaji-754a7320'
118,b'Darin Breitschopf',b'',b'',"b'Senior Vice President, Business Strategy and Managed Markets'",b'tps://www.linkedin.com/in/darin-breitschopf-13662913'
119,b'Staton Shed',b'',b'',b'Vice President of Business Integration',b'tps://www.linkedin.com/in/staton-shed-3b139a8'
120,b'Nyle Leftwich',b'',b'',b'Vice President at Boon Chapman',b'tps://www.linkedin.com/in/nyle-leftwich-20004042'
121,b'Brett Arnold',b'',"b'rrent: ...2009 - 2012 VP, Solutions... , VP, Innovation'",b'Vice President of Innovation at Cotiviti Healthcare',b'tps://www.linkedin.com/in/brett-arnold-5286082'
122,"b'Jennifer Haas, PMP'",b'',b'',b'Vice President at MAXIMUS',b'tps://www.linkedin.com/in/jennifer-haas-pmp-32317a'
123,b'Noah Bunker',b'',b'',b'Regional Vice President at MEDNAX',b'tps://www.linkedin.com/in/noah-bunker-aabb4b35'
124,"b'Christopher Meola, CPPM'",b'',b'',b'Vice President of Operations at Equalize RCM Services',b'tps://www.linkedin.com/in/christophermeola'
125,b'Roland Valle',b'',b'',b'Associate Vice President of Provider Relations Amerigroup',b'tps://www.linkedin.com/in/roland-valle-630a2a4'
126,b'LinkedIn Member',b'',b'',b'',b''
127,b'Patrick Murphy',b'',b'',b'Senior Vice President at United Surgical Partners International',b'tps://www.linkedin.com/in/patrick-murphy-1432159'
128,b'Katherine Rosen',b'',b'',"b'Vice President, Finance - Hanger Clinic at Hanger, Inc.'",b'tps://www.linkedin.com/in/katherine-rosen-b978286'
129,"b""Tim O'Hara""",b'',b'',b'Senior Vice President at The Advisory Board Company',b'tps://www.linkedin.com/in/tim-o-hara-24a47a'
130,b'Debbie Angus',b'',b'',"b'Vice President, Finance at Seton Healthcare Family'",b'tps://www.linkedin.com/in/debbie-angus-2a629738'
131,b'Marybeth Thompson',b'',b'',b'Vice President Marketing',b'tps://www.linkedin.com/in/marybeth-thompson-b741a021'
132,b'Wayne King',b'',b'',"b'Vice President, National Accounts at American Contract Systems'",b'tps://www.linkedin.com/in/wayne-king-9349a51'
133,b'Lauren Lafayette',b'',b'',b'Vice President- Aspire Medical Staffing',b'tps://www.linkedin.com/in/lauren-lafayette-a5583834'
134,b'Roland Valle',b'',b'',b'Associate Vice President of Provider Relations Amerigroup',b'tps://www.linkedin.com/in/roland-valle-630a2a4'
135,b'LinkedIn Member',b'',b'',b'',b''
136,b'Patrick Murphy',b'',b'',b'Senior Vice President at United Surgical Partners International',b'tps://www.linkedin.com/in/patrick-murphy-1432159'
137,b'Katherine Rosen',b'',b'',"b'Vice President, Finance - Hanger Clinic at Hanger, Inc.'",b'tps://www.linkedin.com/in/katherine-rosen-b978286'
138,"b""Tim O'Hara""",b'',b'',b'Senior Vice President at The Advisory Board Company',b'tps://www.linkedin.com/in/tim-o-hara-24a47a'
139,b'Elizabeth Racine',b'',b'',"b'Vice President Clinical, Texas'",b'tps://www.linkedin.com/in/elizabeth-racine-5a740578'
140,b'Debbie Angus',b'',b'',"b'Vice President, Finance at Seton Healthcare Family'",b'tps://www.linkedin.com/in/debbie-angus-2a629738'
141,b'Marybeth Thompson',b'',b'',b'Vice President Marketing',b'tps://www.linkedin.com/in/marybeth-thompson-b741a021'
142,b'Wayne King',b'',b'',"b'Vice President, National Accounts at American Contract Systems'",b'tps://www.linkedin.com/in/wayne-king-9349a51'
143,b'Lauren Lafayette',b'',b'',b'Vice President- Aspire Medical Staffing',b'tps://www.linkedin.com/in/lauren-lafayette-a5583834'
144,b'carol wratten',b'',b'',b'Vice President of Medical Affairs Seton Medical Center Austin',b'tps://www.linkedin.com/in/carol-wratten-6a5b3015'
145,b'Brian Portewig',b'',b'',"b'Associate Vice President, Client Services at MedeAnalytics Inc'",b'tps://www.linkedin.com/in/brian-portewig-34969610'
146,b'Steven Feist',b'',"b'rrent: Leading the newly... , served 2 years as as VP...'",b'Senior Vice President at LogistiCare',b'tps://www.linkedin.com/in/steven-feist-723542b'
147,b'Mike Wojcik',b'',b'',b'Associate Vice President at Intuition HIT Solutions',b'tps://www.linkedin.com/in/mikewojcik174'
148,b'Rob Case',b'',b'',b'Vice President - Operations at PBHS (Performance Based Healthcare Solutions)',b'tps://www.linkedin.com/in/robcase'
149,b'Jon Cressman',b'',b'',b'Vice President- Continental Group /HHS',b'tps://www.linkedin.com/in/jon-cressman-29802b57'
150,b'Dawn Kindhart',b'',b'',b'Regional Vice President of Operations at Compassus',b'tps://www.linkedin.com/in/dawn-kindhart-2a459447'
151,b'Bill Grey',b'',b'',"b'Assistant Vice President, Rehab Services at HCA'",b'tps://www.linkedin.com/in/bill-grey-ab66192b'
152,b'Michelle Miller',b'',b'',"b'Regional Vice President, Clinical Quality at UnitedHealthcare'",b'tps://www.linkedin.com/in/michelle-miller-40ba674'
153,b'carol wratten',b'',b'',b'Vice President of Medical Affairs Seton Medical Center Austin',b'tps://www.linkedin.com/in/carol-wratten-6a5b3015'
154,b'Brian Portewig',b'',b'',"b'Associate Vice President, Client Services at MedeAnalytics Inc'",b'tps://www.linkedin.com/in/brian-portewig-34969610'
155,b'Steven Feist',b'',"b'rrent: Leading the newly... , served 2 years as as VP...'",b'Senior Vice President at LogistiCare',b'tps://www.linkedin.com/in/steven-feist-723542b'
156,b'Mike Wojcik',b'',b'',b'Associate Vice President at Intuition HIT Solutions',b'tps://www.linkedin.com/in/mikewojcik174'
157,b'Rob Case',b'',b'',b'Vice President - Operations at PBHS (Performance Based Healthcare Solutions)',b'tps://www.linkedin.com/in/robcase'
158,b'Tracy Rawls Eilers-Johnson',b'',b'',"b'Vice President, Specialty Populations and Training at Cenpatico'",b'tps://www.linkedin.com/in/tracy-rawls-eilers-johnson-977402'
159,b'Jon Cressman',b'',b'',b'Vice President- Continental Group /HHS',b'tps://www.linkedin.com/in/jon-cressman-29802b57'
160,b'Dawn Kindhart',b'',b'',b'Regional Vice President of Operations at Compassus',b'tps://www.linkedin.com/in/dawn-kindhart-2a459447'
161,b'Bill Grey',b'',b'',"b'Assistant Vice President, Rehab Services at HCA'",b'tps://www.linkedin.com/in/bill-grey-ab66192b'
162,b'Michelle Miller',b'',b'',"b'Regional Vice President, Clinical Quality at UnitedHealthcare'",b'tps://www.linkedin.com/in/michelle-miller-40ba674'
163,b'Kerry Strahan',b'',b'',b'Regional Vice President (Texas) for Nurse On Call',b'tps://www.linkedin.com/in/kerry-strahan-9b01aa12'
164,b'Bret Baumann',b'',b'',b'Vice President at Roswell Medical',b'tps://www.linkedin.com/in/bret-baumann-9165166'
165,b'Sylvia Mata',b'',b'',"b'Vice President of Insurance Operations at Bay Bridge Administrators, LLC'",b'tps://www.linkedin.com/in/sylvia-mata-8996b63'
166,b'LinkedIn Member',b'',b'',b'',b''
167,b'LinkedIn Member',b'',b'',b'',b''
168,b'Erika Fokken',b'Vice President of patient experience',b'HHS - Hospital Housekeeping Systems',b'Vice President of patient experience',b'tps://www.linkedin.com/in/erika-fokken-62b09890'
169,b'Kavon Noorizadeh',b'',b'',b'Vice President of Finance at Sundance Memory Care',b'tps://www.linkedin.com/in/kavon-noorizadeh-95170b7b'
170,b'Stephanie Guerra',b'',b'',b'Vice President Board of Directors at Transgender Education Network of Texas',b'tps://www.linkedin.com/in/stephanie-guerra-670a1933'
171,b'LinkedIn Member',b'',b'',b'',b''
172,b'Kerry Strahan',b'',b'',b'Regional Vice President (Texas) for Nurse On Call',b'tps://www.linkedin.com/in/kerry-strahan-9b01aa12'
173,b'Bret Baumann',b'',b'',b'Vice President at Roswell Medical',b'tps://www.linkedin.com/in/bret-baumann-9165166'
174,b'Sylvia Mata',b'',b'',"b'Vice President of Insurance Operations at Bay Bridge Administrators, LLC'",b'tps://www.linkedin.com/in/sylvia-mata-8996b63'
175,b'LinkedIn Member',b'',b'',b'',b''
176,b'LinkedIn Member',b'',b'',b'',b''
177,b'LinkedIn Member',b'',b'',b'',b''
178,b'Erika Fokken',b'Vice President of patient experience',b'HHS - Hospital Housekeeping Systems',b'Vice President of patient experience',b'tps://www.linkedin.com/in/erika-fokken-62b09890'
179,b'Kavon Noorizadeh',b'',b'',b'Vice President of Finance at Sundance Memory Care',b'tps://www.linkedin.com/in/kavon-noorizadeh-95170b7b'
180,b'Stephanie Guerra',b'',b'',b'Vice President Board of Directors at Transgender Education Network of Texas',b'tps://www.linkedin.com/in/stephanie-guerra-670a1933'
181,b'LinkedIn Member',b'',b'',b'',b''
182,"b'Amber Broadwater, MBA, LHRM, RHIA'",b'',b'',"b'Vice President, Client Services'",b'tps://www.linkedin.com/in/amber-broadwater-mba-lhrm-rhia-591b7031'
183,b'LinkedIn Member',b'',b'',b'',b''
184,b'LinkedIn Member',b'',b'',b'',b''
185,b'LinkedIn Member',b'',b'',b'',b''
186,"b'Hamel J. Patel, MBA'",b'',b'',b'Vice President - Operations (Ambulatory Surgery Division) at HCA',b'tps://www.linkedin.com/in/hamelpatel'
187,b'LinkedIn Member',b'',b'',b'',b''
188,"b'Debra Dowden, CPA'",b'',b'',"b'Executive Vice President of Accounting at HHS - Hospital Houskeeping Systems, LLC'",b'tps://www.linkedin.com/in/debra-dowden-cpa-8a006525'
189,b'LinkedIn Member',b'',b'',b'',b''
190,"b'Michael Draine, MBA'",b'',b'',"b'Vice President Sales, Integrated Care Group at Fresenius Medical Care of North America'",b'tps://www.linkedin.com/in/michael-draine-mba-70a94023'
191,"b'Amber Broadwater, MBA, LHRM, RHIA'",b'',b'',"b'Vice President, Client Services'",b'tps://www.linkedin.com/in/amber-broadwater-mba-lhrm-rhia-591b7031'
192,b'LinkedIn Member',b'',b'',b'',b''
193,b'LinkedIn Member',b'',b'',b'',b''
194,b'LinkedIn Member',b'',b'',b'',b''
195,"b'Hamel J. Patel, MBA'",b'',b'',b'Vice President - Operations (Ambulatory Surgery Division) at HCA',b'tps://www.linkedin.com/in/hamelpatel'
196,b'LinkedIn Member',b'',b'',b'',b''
197,b'LinkedIn Member',b'',b'',b'',b''
198,"b'Debra Dowden, CPA'",b'',b'',"b'Executive Vice President of Accounting at HHS - Hospital Houskeeping Systems, LLC'",b'tps://www.linkedin.com/in/debra-dowden-cpa-8a006525'
199,b'LinkedIn Member',b'',b'',b'',b''
200,"b'Michael Draine, MBA'",b'',b'',"b'Vice President Sales, Integrated Care Group at Fresenius Medical Care of North America'",b'tps://www.linkedin.com/in/michael-draine-mba-70a94023'
201,b'Bertha Garza',b'',b'',b'Vice President of Operations at Regency Nursing and Rehabilitation Centers',b'tps://www.linkedin.com/in/bertha-garza-46017955'
202,b'LinkedIn Member',b'',b'',b'',b''
203,b'LinkedIn Member',b'',b'',b'',b''
204,"b'Charles Thompson, CPA'",b'VIce President-Finance and Adminiatration',b'ONR',b'Vice President-Finance and Administration',b'tps://www.linkedin.com/in/charles-thompson-cpa-1679769'
205,b'LinkedIn Member',b'',b'',b'',b''
206,b'LinkedIn Member',b'',b'',b'',b''
207,b'LinkedIn Member',b'',b'',b'',b''
