,name,position,company,description,linkedin_url
10,b'Tom McCormick',b'Chief Commerical Officer Sutherland Healthcare Soultions Sr. Vice President Healthcare',b'Sutherland Global Services',b'Chief Commercial Officer Sutherland Healthcare Solutions Sr. Vice President Healthcare at Sutherland Global Services',b'https://www.linkedin.com/in/tom-mccormick-4345016/'
11,b'Kingston MaryBeth',b'',b'',b'Executive Vice President and Chief Nurse Executive at Aurora Health Care',b'https://www.linkedin.com/in/kingston-marybeth-a873755b/'
12,b'Eric Humphrey',b'',b'',b'Senior Vice President Human Resources / Chief Human Resources Officer at Froedtert Health',b'https://www.linkedin.com/in/eric-humphrey-1a80689/'
13,b'Russ Hinz',b'',b'',b'Vice President Health Informatics at Aurora Health Care',b'https://www.linkedin.com/in/russhinz/'
14,b'Carrie Donovan',b'',b'',"b'Senior Vice President, Revenue Cycle Operations at Aurora Health Care'",b'https://www.linkedin.com/in/carrie-donovan-58616325/'
15,b'Vivian King',"b'Vice President, Community Relations'",b'Aurora Health Care',"b'Vice President, Community Relations'",b'https://www.linkedin.com/in/vivian-king-2999514/'
16,b'Bill Bettermann',b'',b'',b'Senior Vice President Strategic Operations at Aurora Health Care',b'https://www.linkedin.com/in/bill-bettermann-27a29736/'
17,b'LinkedIn Member',b'',b'',b'',b''
18,"b'Eric J. Ford, MPA, MHA'",b'Regional Vice President Of Operations',"b'Advanced Pain Management, LLC'",b'Regional Vice President Operations at Advanced Pain Management',b'https://www.linkedin.com/in/eric-j-ford-mpa-mha-4906033/'
19,b'Patti Imberger',b'',b'',"b'Vice President, Practice Informatics Medical Group at Aurora Health Care'",b'https://www.linkedin.com/in/patti-imberger-423b65b5/'
20,b'Andr\xc3\xa9s Elejalde',b'Vice President - Strategy & Business Operations',"b'Luma Healthcare, Inc.'",b'Vice President - Strategy & Business Operations',b'https://www.linkedin.com/in/andreselejalde/'
21,b'Cindy Bacskai',b'Vice President - HR Business Partner - Greater Milwaukee South',b'Aurora Health Care',b'Vice President - HR Business Partner at Aurora Health Care - Greater Milw South',b'https://www.linkedin.com/in/cindy-bacskai-88997915/'
22,b'Rob Reilly',b'',b'',b'Vice President & GM- Services at GE Healthcare',b'https://www.linkedin.com/in/rob-reilly-14b24529/'
23,b'Jon W. Hardesty',b'',b'',"b'Vice President, Human Resources at Aspirus'",b'https://www.linkedin.com/in/jon-w-hardesty-a21438a/'
24,b'Bruce Weiss MD MPH',b'',b'',"b'Vice President, Health Care Strategy at UnitedHealthcare'",b'https://www.linkedin.com/in/bruce-weiss-md-mph-5970462/'
25,b'Sara Jilek',b'Area Vice President',"b'Healogics, Inc.'",b'Operations Management Expert- Senior Level Business Executive - Corporate Trainer- Business Development Specialist',b'https://www.linkedin.com/in/sarajilek/'
26,b'Lynn Bender',b'Vice President Marketing',b'Vave Health',b'Vice President Marketing at Vave Health | Organizational Development | Customer Advocate',b'https://www.linkedin.com/in/lynn-bender/'
27,b'Gregory M. W.',b'Senior Vice President Strategy Business Development',b'Medical College of Wisconsin',b'Senior Vice President',b'https://www.linkedin.com/in/gregory-m-w-245394/'
28,b'Andy Anderson',b'Chief Medical Officer - System and Executive Vice President',b'Aurora Health Care',b'Chief Medical Officer and Executive Vice President',b'https://www.linkedin.com/in/andy-anderson-4a2b063a/'
29,b'Sara Herbert',b'Area Vice President Of Sales',b'OptumRx',b'Vice President of Sales',b'https://www.linkedin.com/in/sara-herbert-3b4ab02a/'
30,b'LinkedIn Member',b'',b'',b'',b''
31,b'Chris Fitzpatrick',b'',b'',"b'Vice President, Product & Technology at Access HealthNet, LLC'",b'https://www.linkedin.com/in/fitzpatrickcm/'
32,b'Troy Dennhof',b'',b'',"b'Senior Vice President, Human Resources at Aurora Health Care'",b'https://www.linkedin.com/in/troy-dennhof-4428843/'
33,b'Michael A. Silver PhD',b'Vice President',b'ERDMAN',"b'Vice President, ERDMAN'",b'https://www.linkedin.com/in/silvermichael/'
34,"b'Patricia J. Lenius, M.Ed.'",b'',b'',b'Regional Vice President at Intellivisit',b'https://www.linkedin.com/in/patricialenius/'
35,b'Tim Birkenstock',b'',b'',"b""Senior Vice President and CFO at Miami Children's Hospital""",b'https://www.linkedin.com/in/timbirkenstock/'
36,b'Ed Maher',b'Vice President Of Operations',b'ATI Physical Therapy',b'Vice President of Operations at ATI Physical Therapy',b'https://www.linkedin.com/in/ejmaher/'
37,b'Anthony Watkins',b'Executive Vice President & Chief Financial Officer',"b'Versiti, Inc.'",b'Executive Vice President & Chief Financial Officer at Versiti',b'https://www.linkedin.com/in/awatkins2/'
38,b'Satchi Hiremath',b'',b'',"b'Vice President, Divsion of Radiology, Aurora Health Care Medical Group at Aurora Health Care'",b'https://www.linkedin.com/in/satchihiremath/'
39,b'Gunn Veronica',b'',b'',"b""Vice President, Population Health Management and Payment Innovation at Children's Hospital of Wisconsin""",b'https://www.linkedin.com/in/gunn-veronica-b5190a4b/'
40,b'Kevin Moore',b'Senior Vice President Medicaid Strategy',b'Aurora Health Care',b'Senior Vice President Medicaid Strategy Aurora Health Care',b'https://www.linkedin.com/in/kevin-moore-2520a913/'
41,b'Jennifer Atkins',b'Regional Vice President',"b'Anthem, Inc.'","b'Regional Vice President, Provider Solutions'",b'https://www.linkedin.com/in/jennifer-atkins-8175ab6/'
42,b'Joseph Barron',b'Vice President',b'New Resources Consulting',"b'Vice President, Data Sciences'",b'https://www.linkedin.com/in/josephbarron/'
43,b'Tom Woller',b'',b'',"b'Senior Vice President, Pharmacy Services at Aurora.Health Care'",b'https://www.linkedin.com/in/tom-woller-9a114a65/'
44,b'Joe Doyle',b'Vice President of Sales',b'Healthcare Business Insights',b'Vice President of Sales',b'https://www.linkedin.com/in/joe-doyle-bbbabb55/'
45,b'Jim Brooke',b'',b'',b'Senior Vice President / General Manager at Vizient INC.',b'https://www.linkedin.com/in/jim-brooke-a817896/'
46,b'Bruce Radcliff',"b'Vice President, Sourcing Strategy'",b'Aurora Health Care',b'Vice President at Aurora Health Care',b'https://www.linkedin.com/in/bruce-radcliff-998a865/'
47,"b'Jill Berg, PhD, RN, FAAN'",b'Vice President of Education',b'Ascension Health Wisconsin',b'Vice President of Education at Ascension Wisconsin President Columbia College of Nursing',b'https://www.linkedin.com/in/jill-berg-phd-rn-faan-05411440/'
48,b'Scott Hochstadt',b'Vice President of Operations',b'Dycora Transitional Health and Living',b'Vice President of Operations',b'https://www.linkedin.com/in/scott-hochstadt-a71a121a/'
49,b'Cheryl Hill',b'',b'',"b'Senior Vice President, Total Rewards at Aurora Health Care'",b'https://www.linkedin.com/in/cheryl-hill-1465208/'
50,b'Steve Biondi',b'',b'',b'Vice President External Relations at Extendicare',b'https://www.linkedin.com/in/steve-biondi-0450568/'
51,b'Timothy Fischer',b'',b'',"b'Vice President of Sales, Core Business at RF Technologies'",b'https://www.linkedin.com/in/timothyafischer/'
52,b'Julie Jackson',b'',b'',b'Vice President of Operations at ProHealth Care',b'https://www.linkedin.com/in/julie-jackson-5b85aa19/'
53,b'Mark Rountree',b'Senior Director Compensation (Vice President)',b'Aurora Health Care',b'Vice President Compensation',b'https://www.linkedin.com/in/markarountree/'
54,b'Bob Duncan',b'',b'',"b""Executive Vice President at Children's Hospital of Wisconsin""",b'https://www.linkedin.com/in/bob-duncan-02458314/'
55,b'Cynthia Robinson',b'Vice President Sales Administration',b'Brookdale Senior Living',b'Director of Sales and Marketing at Capri Senior Communities',b'https://www.linkedin.com/in/cynthia-robinson-7689583/'
56,b'J\xc3\xb6rg Debatin',b'',b'',"b'Vice President, chief Technology and Medical Officer at GE Healthcare'",b'https://www.linkedin.com/in/j%C3%B6rg-debatin-558891119/'
57,b'Craig Jankuski',b'',b'',b'Vice President Rehabilitation Services at Aurora Health Care',b'https://www.linkedin.com/in/craig-jankuski-9828b91/'
58,b'Wendy Stulac Motzel',b'',b'',b'Vice President of Ambulatory Services at Froedtert & Medical College of Wisconsin',b'https://www.linkedin.com/in/wendystulacmotzel/'
59,b'Jeff Mahan',b'',b'',b'Regional Vice President at Aegis Therapies',b'https://www.linkedin.com/in/jeff-mahan-491297b7/'
60,b'Paul Mason',"b'Vice President, Specialty Care Division'",b'Ascension Medical Group',"b'Vice President, Specialty Care Division at Ascension Medical Group - Wisconsin'",b'https://www.linkedin.com/in/paul-mason-42029689/'
61,b'Cecilia Taylor',b'',b'',b'Chief Financial Officer and Senior Vice President at Cancer Treatment Centers of America at Midwestern',b'https://www.linkedin.com/in/cecilia-taylor-32736b47/'
62,b'Karla Ashenhurst',b'',b'',b'Vice President of Mission Integration at Ascension Health (Wisconsin Market)',b'https://www.linkedin.com/in/karla-ashenhurst-43317626/'
63,"b'Andy Hillig, FACHE'",b'Vice President Performance Excellence and Project Management Office',b'Ascension',"b'Vice President, Performance Excellence and Project Management Office'",b'https://www.linkedin.com/in/andy-hillig-fache-ab6a7b1/'
64,b'Dennis Pollard',"b'Executive Vice President, Chief Operating Officer'",b'Froedtert Health',b'Executive Vice President and Chief Operating Officer at Froedtert Health',b'https://www.linkedin.com/in/dennis-pollard-48b4751/'
65,b'Sue Dwyer',b'',b'',b'Senior Vice President Finance at Aurora Health Care',b'https://www.linkedin.com/in/sue-dwyer-876b5770/'
66,b'John Walter',b'',b'',b'Vice President and General Manager - TELS at Direct Supply',b'https://www.linkedin.com/in/john-walter-296a6319/'
67,b'Ilke Panzer',b'',b'',b'Executive Vice President and Chief Innovation Officer at Versiti Inc.',b'https://www.linkedin.com/in/ilke-panzer-0b45681/'
68,b'Adam El-Ali',b'Vice President of EHR and Revenue Optimization',b'Rogers Memorial Hospital',b'Vice President of EHR and Revenue Optimization',b'https://www.linkedin.com/in/adam-el-ali-3aa5a340/'
69,"b'Rhonda Kazik, DNP, RN'","b'Vice President, Patient Care Services & Chief Nursing Officer'",b'Ascension',"b'Vice President, Patient Care Services & Chief Nursing Officer'",b'https://www.linkedin.com/in/rhonda-kazik-dnp-rn-a1b78513/'
70,b'Laura Miller',b'',b'',"b""Vice President Planning & Office of the CEO at Children's Hospital of Wisconsin""",b'https://www.linkedin.com/in/laura-miller-428a8aa/'
71,"b'Tom Shanahan, SHRM-SCP, SPHR'",b'',b'',"b""Vice President, Human Resources at Children's Hospital of Wisconsin""",b'https://www.linkedin.com/in/tom-shanahan-shrm-scp-sphr-40b8b7a/'
72,b'Bridget Clementi',b'',b'',"b""Vice President, Community Health at Children's Hospital of Wisconsin""",b'https://www.linkedin.com/in/bridgetclementi/'
73,b'Gary Balcerzak',b'',b'',"b'Vice President, Operations at Aurora Health Care'",b'https://www.linkedin.com/in/gary-balcerzak-5062798/'
74,b'Jane Cooper',b'',b'',"b'Senior Vice-President, Advocacy and Transparency Strategy at DirectPath'",b'https://www.linkedin.com/in/jane-cooper-492b186/'
75,b'Catherine M. Burns',b'',b'',"b""Vice President Network Strategy & Development at Children's Hospital of Wisconsin""",b'https://www.linkedin.com/in/catherine-m-burns-50b59b8a/'
76,b'James Grant',b'',b'',"b'Vice President, Technology Products and Engineering at Direct Supply'",b'https://www.linkedin.com/in/jamesrgrant/'
77,b'Karen Krammer',"b'Divisional Vice President, Global Finance Operations'",b'Abbott',"b'Divisional Vice President, Global Finance Operations'",b'https://www.linkedin.com/in/karen-krammer-44304982/'
78,b'Gary Hovila',b'',b'',b'Senior Vice President - Finance & Strategy at Aurora Health Care',b'https://www.linkedin.com/in/gary-hovila-a0421945/'
79,b'Vince Grzetich',b'Vice President of Business Development',b'Integrated Health Network of Wisconsin',b'Successful Vice President of Business Development - I Help Companies Translate Business Goals into Reality',b'https://www.linkedin.com/in/vince-grzetich-50173641/'
80,b'LinkedIn Member',b'',b'',b'',b''
81,b'Shawn Schaefer',"b'Vice President, Product and Network'",b'UnitedHealth Group',"b'Vice President, Product and Network at Optum'",b'https://www.linkedin.com/in/shawnschaefer/'
82,b'Timothy Caprez',b'',b'',b'Vice President and Chief Compliance Counsel at Exact Sciences',b'https://www.linkedin.com/in/timothy-caprez-72317b82/'
83,"b'Deanna Frings, MS Ed, CPXP'",b'',b'',"b'Vice President, Learning & Professional Development at The Beryl Institute'",b'https://www.linkedin.com/in/deanna-frings-ms-ed-cpxp-a5204569/'
84,b'Holly Schmidtke',b'Vice President Operations',b'Aurora Health Care',"b""Vice President Operations- Aurora St. Luke's Medical Center""",b'https://www.linkedin.com/in/holly-schmidtke-07b87ab/'
85,b'LinkedIn Member',b'Vice President of Human Resources',b'VCPI',b'',b''
86,b'Vanessa Freitag',b'',b'',b'Vice President Ambulatory Services and Operations Integration at Ascension',b'https://www.linkedin.com/in/vanessa-freitag-77a8821b/'
87,b'LinkedIn Member',b'Senior Vice President- Aurora Health Care Medical Group Operations',b'Aurora Health Care',b'',b''
88,b'David Hammonds',b'',b'',b'Senior Vice President at Brookdale Senior Living',b'https://www.linkedin.com/in/david-hammonds-2a429111/'
89,b'Jenny Nelson',b'Vice President of Human Resources',b'Curative Care Network',b'Vice President of Human Resources at Curative Care',b'https://www.linkedin.com/in/jenny-nelson-a384558/'
90,b'Pete McDowell',b'',b'',"b'Vice President, Independent Sales at Direct Supply'",b'https://www.linkedin.com/in/pete-mcdowell-7837854/'
91,b'Kate Carroll',b'Vice President of Marketing and Business Development',b'Atrium Health & Senior Living',b'Vice President',b'https://www.linkedin.com/in/kate-carroll-5b809515/'
92,b'Patty Allen',b'',b'',"b""Central Illinois Division Controller/Vice President Finance - St.John's at Hospital Sisters Health System""",b'https://www.linkedin.com/in/patty-allen-3562b314/'
93,b'Christie Peterson',b'Vice President Human Resources',b'Aurora Health Care',b'Vice President Human Resources',b'https://www.linkedin.com/in/christie-peterson-80b98812/'
94,b'Marcel Tetzlaff',b'',b'',b'Vice President of Benefits Management at Scion Dental',b'https://www.linkedin.com/in/marceltetzlaff/'
95,b'Caryn Esten',b'Vice President Strategic Planning & Performance Measurement',b'Froedtert Health',"b'Vice President, Strategic Planning & Performance Measurement at Froedtert Health'",b'https://www.linkedin.com/in/cesten/'
96,b'Susan Persch',b'Senior Vice President',b'Laureate Group',b'Senior Vice President Laureate Group',b'https://www.linkedin.com/in/susan-persch-23607412/'
97,b'Mark Rakowski',b'Vice President',"b""Children's Community Health Plan""","b""Vice President Children's Community Health Plan""",b'https://www.linkedin.com/in/mark-rakowski-a207646/'
98,b'LinkedIn Member',"b'Vice President, RCM'",b'Brookdale Senior Living',b'',b''
99,b'Kurt Waldhuetter',b'Vice President - Research Innovation & Business',b'Aurora Health Care - Aurora Research Institute',b'Vice President - Research Innovation & Business at Aurora Research Institute',b'https://www.linkedin.com/in/kurtwaldhuetter/'
100,b'Brian Emmer',b'',b'',"b'Vice President of Sales and Business Development at Oakworks Medical, Inc'",b'https://www.linkedin.com/in/brian-emmer-6ab202/'
101,b'Timothy Dyer',b'',b'',b'Vice President & CFO at AIDS Resource Center of Wisconsin',b'https://www.linkedin.com/in/timothy-dyer-27669a126/'
102,b'Patricia Zadra',b'Senior Vice President Operations | GM',b'Center for Diagnostic Imaging | Insight Imaging',b'Senior Vice President Operations | GM at Center for Diagnostic Imaging | Insight Imaging',b'https://www.linkedin.com/in/patriciazadra/'
103,b'LinkedIn Member',b'',b'',b'',b''
104,b'Bridgette Frommell',b'',b'',b'Vice President of Development at Wisconsin Humane Society',b'https://www.linkedin.com/in/bridgette-frommell-7932a56/'
105,b'LinkedIn Member',b'Vice President Business Development',b'SpecialtyCare',b'',b''
106,b'Phil Lewis',"b'Vice President, Revenue Cycle'",b'Optum360 - A United Healthcare Company',"b'Vice President, Revenue Cycle at Optum360, a United Healthcare Company'",b'https://www.linkedin.com/in/phil-lewis-5b2b1610/'
107,b'Nolan Harp',"b'Vice President, Facilities Operations'",b'Aurora Health Care',b'Vice President of Facilities Operations',b'https://www.linkedin.com/in/nolan-harp-08483910/'
108,b'Lori Darr',"b'Vice President, Financial Planning'",b'Wheaton Franciscan Healthcare',"b'Vice President, Financial Planning at Wheaton Franciscan Healthcare'",b'https://www.linkedin.com/in/loridarr/'
109,b'Dana Heitman',b'',b'',b'Vice President Life Care Solutions - Northstar Region at GE Healthcare',b'https://www.linkedin.com/in/dana-heitman-511bb08/'
110,b'LinkedIn Member',b'',b'',b'',b''
111,b'Michael Cummings',b'',b'',"b'Senior Vice President, Security and Loss Prevention at Aurora Health Care'",b'https://www.linkedin.com/in/michael-cummings-7373286/'
112,b'Henri Kinson',b'Vice President Risk Management and Internal Audit',b'HMS',"b'Vice President Risk Management and Internal Audit, CAE at HMS Holdings, Inc.'",b'https://www.linkedin.com/in/henrikinson/'
113,b'LinkedIn Member',b'',b'',b'',b''
114,b'Thomas Zilavy',b'Senior Vice President Clinic Operations - Aurora Medical Group',b'Aurora Health Care',b'Senior Vice President Clinic Operations at Aurora Health Care',b'https://www.linkedin.com/in/thomas-zilavy-39101534/'
115,b'Jereen Mathew',"b'Vice President, Operations'",b'National Medical Billing Services',b'Vice President',b'https://www.linkedin.com/in/jereen-mathew-6a670823/'
116,b'Sue Sanicola',b'Vice President Administrative Primary Care',b'Ascension',b'Vice President Ascension Medical Group',b'https://www.linkedin.com/in/sue-sanicola-53b93813/'
117,b'LinkedIn Member',b'Vice President National Health Care System Sales',b'Sodexo',b'',b''
118,b'Patrick Rath',b'Vice President Foundation Development',b'Aurora Health Care',b'Senior Vice President Foundation Development at Aurora Health Care',b'https://www.linkedin.com/in/patrickrath/'
119,b'Alenia Brooks',"b'Vice President, Call Center Operations & Patient Services, Medical Group Operations'",b'Aurora Health Care',"b'Vice President, Call Center Operations & Medical Group Patient Access at Aurora Health Care'",b'https://www.linkedin.com/in/alenia-brooks-47723561/'
120,b'Kathryn Rapala',b'',b'',"b'Vice President, Clinical Risk Management at Aurora Health Care'",b'https://www.linkedin.com/in/kathryn-rapala-28617217/'
121,"b'T. Orvin Fillman, DrPH'",b'',b'',b'Vice President of Operations at Rogers Memorial Hospital',b'https://www.linkedin.com/in/t-orvin-fillman-drph-9062689/'
122,b'Bill Zimmerman',b'',b'',b'Vice President at ROC Ventures',b'https://www.linkedin.com/in/bill-zimmerman-355a366/'
123,b'LinkedIn Member',b'',b'',b'',b''
124,b'LinkedIn Member',b'',b'',b'',b''
125,b'Brian Croegaert',"b'Senior Vice President, Managed Care Solutions'",b'Arcadia Healthcare Solutions',"b'Senior Vice President, Managed Care at Arcadia Healthcare Solutions'",b'https://www.linkedin.com/in/bcroegaert/'
126,"b'Richard Rogers, CRCE-I'",b'Vice President of Strategic Services',b'Magnet Solutions',b'Vice President of Strategic Services',b'https://www.linkedin.com/in/rjrogers/'
127,b'LinkedIn Member',b'Vice President of Sales & Markeitng',b'Heritage Senior Living - Assisted Living & Memory Care Communities',b'',b''
128,b'Jeremy Price',b'Vice President',b'ProHealth Care Medical Group',b'Vice President ProHealth Care Medical Group',b'https://www.linkedin.com/in/jeremy-price-7b06186/'
129,b'Scott Johnson',b'Vice President of Operations - Midwest & East Coast',b'Rogers Behavioral Health',b'Vice President of Operations at Rogers Behavioral Health System',b'https://www.linkedin.com/in/scott-johnson-40822b2/'
130,b'Mark Kilmer',b'Senior Vice President Operations',b'Genesis HealthCare',b'Senior Vice President Operations',b'https://www.linkedin.com/in/mark-kilmer-bba478111/'
131,b'Sharon Quinlan',b'Vice President/Chief Nursing Officer Ambulatory',b'Aurora Health Care',b'Vice President/Chief Nursing Officer Ambulatory',b'https://www.linkedin.com/in/sharon-quinlan-2738b643/'
132,b'Shelly Waala',b'Vice President Patient Care Services',b'Froedtert Hospital',"b""Vice President of Patient Care Services & Chief Nursing Officer- Community Memorial Hospital and St. Joseph's Hospital""",b'https://www.linkedin.com/in/shelly-waala-75185125/'
133,b'Michael Taubenheim',b'Vice President of Organizational Development',"b'Fortis Managent Group, LLC'",b'Vice President of Organizational Development',b'https://www.linkedin.com/in/michael-taubenheim-a0698b13/'
134,b'Peter Garner',"b'Vice President, Business Development, Health System Analytics'",b'BSG Analytics',"b'Vice President, Health System Analytics at BSG Analytics'",b'https://www.linkedin.com/in/peter-garner-a017a6b/'
135,b'Dallmann-Papke Vicki',"b'Vice President, Population Health Management'",b'ProHealth Care',"b'Vice President, ProHealth Care'",b'https://www.linkedin.com/in/dallmann-papke-vicki-664905a/'
136,b'Andrew Yergens',b'Area Vice President- East',b'Sage Products',b'Area Vice President- Mid America at Sage Products',b'https://www.linkedin.com/in/andrew-yergens-07220ba/'
137,b'Jason Sikorski',"b'Vice President, Corporate Financial Planning & Analysis'",b'Brookdale',"b'Vice President, Corporate Financial Planning & Analysis at Brookdale Senior Living, Inc.'",b'https://www.linkedin.com/in/jason-sikorski-81b26a3/'
138,b'Julie Swiderski',"b'Vice President, Clinical Service Lines and Physician Services'",b'Ascension',b'',b'https://www.linkedin.com/in/julie-swiderski-3a085523/'
139,b'Jeff Brock',b'',b'',b'Area Vice President at CorVel Corporation',b'https://www.linkedin.com/in/jeff-brock-94234915/'
140,"b'Isabelle Garibaldi MSN, RN, NEA-BC, CENP'",b'',b'',"b'Vice President, Patient Care Services and Chief Nursing Officer at Watertown Regional Medical Center'",b'https://www.linkedin.com/in/isabelle-garibaldi-msn-rn-nea-bc-cenp-97864214/'
141,b'LinkedIn Member',b'',b'',b'',b''
142,b'Andrew Bolles',b'',b'',b'Vice President Business Development at CEP America',b'https://www.linkedin.com/in/andrew-bolles-06a004b/'
143,b'Beth Anderson',b'',b'',b'Executive Vice President at Laureate Group',b'https://www.linkedin.com/in/beth-anderson-7358829/'
144,b'Matthew Anderson',b'Vice President and Medical Director',b'BloodCenter of Wisconsin :: Part of Versiti',"b'Vice President and Medical Director, BloodCenter of Wisconsin, part of Versiti'",b'https://www.linkedin.com/in/matthew-anderson-5a47809/'
145,b'Jim Roberts',b'',b'',b'Vice President - Risk & Population Health Analytics at Aurora Health Care',b'https://www.linkedin.com/in/jimrobertsprofile/'
146,b'Emily Penner',b'Vice President of Account Management',b'DirectPath',"b'Vice President of Account Management, DirectPath'",b'https://www.linkedin.com/in/emilypenner/'
147,b'LinkedIn Member',b'',b'',b'',b''
148,b'LinkedIn Member',b'',b'',b'',b''
149,b'Donnel Thompson',b'',b'',"b'Vice President Of National Accounts, Skilled Nursing at Direct Supply'",b'https://www.linkedin.com/in/donnel-thompson-4756293b/'
150,b'Julie Kerk',b'',b'',"b'Vice President, Clinical Service Lines at Froedtert and the Medical College of Wisconsin'",b'https://www.linkedin.com/in/julie-kerk-9bb47637/'
151,b'LinkedIn Member',b'',b'',b'',b''
152,b'LinkedIn Member',b'Vice President',b'Capri Senior Communities',b'',b''
153,b'LinkedIn Member',b'Vice President Facility Operations',b'Aurora Health Care',b'',b''
154,b'Andy Carlson',b'',b'',b'Vice President of Operations at COR Wellness',b'https://www.linkedin.com/in/ahealthystrategy/'
155,b'Dawn Baumann',b'Vice President',b'Wheaton Franciscan Healthcare',b'Vice President of Operations at Wheaton Franciscan Healthcare',b'https://www.linkedin.com/in/dawn-baumann-9868a11a/'
156,b'LinkedIn Member',b'',b'',b'',b''
157,b'Marianne Raymonds',b'',b'',b'Regional Vice President at Brookdale Senior Living',b'https://www.linkedin.com/in/marianne-raymonds-511b6113/'
158,b'Jeff Tracy',"b'Vice President, Information Technology'",b'Aurora Health Care',"b'Vice President, Information Services at Aurora Health Care'",b'https://www.linkedin.com/in/jeff-tracy-a621ba11/'
159,b'Janet Slater',b'Senior Vice President',b'BloodCenter of Wisconsin',"b'Vice President, Chief Marketing Officer, BloodCenter of Wisconsin'",b'https://www.linkedin.com/in/janet-slater-3a210911/'
160,b'John Rosing',b'',b'',b'Vice President and Principal at Patton Healthcare Consulting',b'https://www.linkedin.com/in/john-rosing-b7a0aa7/'
161,b'Justin Schuler',b'',b'',b'Senior Vice President of Development at OnPointe',b'https://www.linkedin.com/in/justin-schuler-02284210/'
162,b'Amy Kesler',b'Vice President System Communications',b'Aurora Health Care',b'Vice President System Communications at Aurora Health Care',b'https://www.linkedin.com/in/amy-kesler-3198a4a/'
163,b'Sandy Kiehnau',b'',b'',"b'Vice President, Network Management at UnitedHealth Group'",b'https://www.linkedin.com/in/sandy-kiehnau-5072b416/'
164,b'Larry Lenz',b'',b'',b'Vice President of Managed Care Contracting at Aurora Health Care',b'https://www.linkedin.com/in/larry-lenz-80537815/'
165,b'LinkedIn Member',"b'Vice President, Research Operations'","b'Healthcare Business Insights, Part of Decision Resources Group'",b'',b''
166,b'LinkedIn Member',b'',b'',b'',b''
167,b'LinkedIn Member',b'',b'',b'',b''
168,b'LinkedIn Member',b'',b'',b'',b''
169,b'Lisa Slama',b'',b'',b'Vice President at Sg2',b'https://www.linkedin.com/in/lisa-slama-8997285/'
170,b'LinkedIn Member',b'',b'',b'',b''
171,b'Linda Puccini',b'',b'',b'Vice President Patient Care Services at Wheaton Franciscan Healthcare',b'https://www.linkedin.com/in/linda-puccini-3339b944/'
172,b'Jacqueline Gisch',b'Vice President Quality',b'Aurora Health Care',b'Vice President at Aurora Health Care',b'https://www.linkedin.com/in/jacqueline-gisch-30120933/'
173,b'Michael Scholl',b'Vice President / Partner',b'Hammes Company',b'Regional Vice President / Partner at Hammes Company',b'https://www.linkedin.com/in/michael-scholl-26107525/'
174,"b'Laura Spurr, MS, PMP'",b'Vice President Strategic Collaborations',b'Aurora Health Care',b'Vice President Strategic Collaborations',b'https://www.linkedin.com/in/laura-spurr-ms-pmp-829aba19/'
175,b'Joan Maro',b'',b'',b'Vice President of Operations at Aurora Health Care',b'https://www.linkedin.com/in/joan-maro-44674012/'
176,b'LinkedIn Member',b'Regional Vice President/Corporate Account Management',"b'C. R. Bard, Inc.'",b'',b''
177,b'LinkedIn Member',b'',b'',b'',b''
178,b'Tim Renz',b'',b'',"b'Area Vice President, Provider Market at Teladoc'",b'https://www.linkedin.com/in/tim-renz-78627a4/'
179,b'Barbara Zak',b'Vice President-Ambulatory Services',b'Wheaton Franciscan Healthcare',b'Vice President at Wheaton Franciscan Healthcare',b'https://www.linkedin.com/in/barbara-zak-374a473/'
