,name,position,company,description,linkedin_url
28,b'Bryant K Young',b'',b'',b'Vice President & Chief Technology Officer at PSI (Proteam Solutions Inc)',b'tps://www.linkedin.com/in/bryant-k-young-5440094'
29,b'David White',b'Chief Information Officer',b'Battelle',"b'VP, Chief Information Officer at Battelle'",b'tps://www.linkedin.com/in/dlewiswhite'
30,b'Louise Elliott',b'Founder & Chief Transformational Officer (CTO)',b'CareerPowerShift LLC',b'Chief Transformational Officer (CTO)',b'tps://www.linkedin.com/in/elliottlouise'
31,b'Chris Cooke',b'Chief Client Officer',b'Mindset Digital',b'chief client officer | positivity and wellness evangelist | digital strategist',b'tps://www.linkedin.com/in/chriscooke007'
32,b'David Eubank',b'Chief Information Officer',b'Forest City Realty Trust',b'Chief Information Officer',b'tps://www.linkedin.com/in/davideubank'
33,b'Scott Wabnitz',b'Chief Technology Officer',b'Wired Campaigns',b'Chief Technology Officer',b'tps://www.linkedin.com/in/scottwabnitz'
34,b'Paul Elder',"b'EVP, Chief Compliance Officer, Business Development'","b'Community Banc Consulting of Ohio, Inc.'","b'EVP, Chief Compliance Officer, CISM, Business and Service Development, Speaker'",b'tps://www.linkedin.com/in/paulelder'
35,b'Kimberly Clarke',b'',b'',b'Asst. VP & Chief Applications Officer at West Virginia United Health Sysstem',b'tps://www.linkedin.com/in/kimberly-clarke-97b2628'
36,b'Sridhar Nannapaneni',b'Chief Executive Officer',"b'Comtech Global, Inc'",b'Chief Executive Officer at COMTECH GLOBAL',b'tps://www.linkedin.com/in/sridharnannapaneni'
37,b'Alexandru Barbur',"b'Co-founder, Chief Technology Officer'",b'Autoimmune Citizen Science',b'Chief Technology Officer at Autoimmune Citizen Science',b'tps://www.linkedin.com/in/alexandru-barbur-43236993'
38,b'Blake Williams',b'',b'',b'Chief Digital Officer at cheers studios',b'tps://www.linkedin.com/in/blakeedwardwilliams'
39,b'Barret Blake',b'Chief Technical Officer (CTO)',b'Capture Education',b'Chief Technical Officer',b'tps://www.linkedin.com/in/barretblake'
40,b'Matt Hunter',b'Chief Project Officer',"b'iVThree, Inc.'","b'Chief Project Officer at iVThree, Inc'",b'tps://www.linkedin.com/in/matthewjhunter'
41,b'Ted Teele',b'',b'',b'Chief Executive Officer at Touchtown',b'tps://www.linkedin.com/in/ted-teele-26b3421'
42,b'Dewand Neely',b'Chief Information Officer',b'State of Indiana',b'Chief Information Officer at the State of Indiana',b'tps://www.linkedin.com/in/dewand-neely-a039981'
43,b'Justin Fite',b'',b'',b'Chief Sales Officer at Lessonly',b'tps://www.linkedin.com/in/justinfite'
44,b'Gregory Jackson',b'Chief Information Officer',b'Ohio Department of Job and Family Services',b'Chief Information Officer (CIO)',b'tps://www.linkedin.com/in/gsbjackson'
45,b'Ethan Cohen',b'Chief Executive Officer',b'Turning Technologies',b'Chief Executive Officer',b'tps://www.linkedin.com/in/ethancohen'
46,b'Brian Helwig',b'',b'',b'Chief Financial Officer at Netwrix Corporation',b'tps://www.linkedin.com/in/brianhelwig'
47,b'Andrew Benson',b'Chief Executive Officer',b'Benson Media',"b'Chief Executive Officer at Benson Media, LLC'",b'tps://www.linkedin.com/in/abenson'
48,b'Spencer Wood',b'',b'',b'Chief Operations Officer/Deputy State CIO at State of Ohio',b'tps://www.linkedin.com/in/spencwood'
49,b'Nate Latessa',b'',b'',"b'Chief Operating Officer at Heureka Software, LLC'",b'tps://www.linkedin.com/in/latessa'
50,b'Michelle Reese',"b'VP, Chief Talent Innovator'",b'Columbus Collaboratory',"b'VP, Chief Talent Innovator at Columbus Collaboratory \xe2\x98\x85 Business Performance Accelerator'",b'tps://www.linkedin.com/in/michelledreese'
51,b'Justin Showers',b'',b'',b'Chief Marketing & CX Officer at improveit 360',b'tps://www.linkedin.com/in/justinshowers'
52,b'Tom Croyle',b'Chief Technology Officer for the State of Ohio',b'Ohio Department of Administrative Services',b'Chief Technology Officer for the State of Ohio',b'tps://www.linkedin.com/in/tom-croyle-8475103'
53,b'Jeff Schmidt',b'',b'',"b'Vice President, Chief Cyber Security Innovator at Columbus Collaboratory'",b'tps://www.linkedin.com/in/jasjeffschmidt'
54,b'Sehul Patel',b'Chief Information Officer',"b'ViaQuest, Inc.'",b'Chief Information Officer - ViaQuest',b'tps://www.linkedin.com/in/sehul-patel-39b407'
55,"b'Greg Buskirk, PMP'",b'',b'',b'Chief Information Officer at Ohio Facility Construction Commission (OFCC)',b'tps://www.linkedin.com/in/greg-buskirk-pmp-1953b92'
56,b'Craig Finck',b'',b'',"b'CTO/Chief Architect/Technical Lead at Allen, Williams & Hughes Company (AWH)'",b'tps://www.linkedin.com/in/craigfinck'
57,b'Daniel Orr',b'Chief Operating Officer / Deputy State CIO',"b'State of Ohio, Department of Administrative Services'",b'Chief Operating Officer / Deputy State CIO at State of Ohio',b'tps://www.linkedin.com/in/daniel-orr-41946b7'
58,b'Kevin von Keyserling',b'President and Chief Executive Officer',b'Certified Security Solutions (CSS)',b'President and Chief Executive Officer at Certified Security Solutions',b'tps://www.linkedin.com/in/csssecurity'
59,b'Helen Patton',b'',b'',b'Chief Information Security Officer at The Ohio State University',b'tps://www.linkedin.com/in/helenpatton'
60,b'G.D. Bowling',b'Chief Connections Officer (C.C.O.) & Executive Assistant to the C.E.O.',"b'Ovadya Funding Group International, Inc.'","b'Mr. Glen Bowling, Chief Connections Officer (C.C.O.) & Executive Assistant to the C.E.O.'",b'tps://www.linkedin.com/in/gdbowling'
61,b'David W. Morgan',"b'Vice President, Chief Financial Officer, Treasurer and Secretary'","b'Capfex, Inc.'","b'Chief Financial Officer at Capfex, Inc.'",b'tps://www.linkedin.com/in/dwmorgan'
62,b'Julio Ortiz',b'Senior Vice President - Chief Data Officer',b'Huntington National Bank',b'Senior Vice President - Chief Data Officer',b'tps://www.linkedin.com/in/itleader'
63,b'David Wible',b'President & Chief Executive Officer',"b'Industry Weapon, Inc.'",b'President & Chief Executive Officer',b'tps://www.linkedin.com/in/davidwible'
64,b'John Opdycke',b'',b'',b'Chief Marketing Officer at Vox Mobile',b'tps://www.linkedin.com/in/john-opdycke-30486144'
65,b'Ron Kerensky',b'',b'',b'Chief Information Officer at AVI Foodsystems',b'tps://www.linkedin.com/in/ronkerensky'
66,b'Bob Hitson',b'',b'',b'Chief Sales Officer at True Image Interactive',b'tps://www.linkedin.com/in/bob-hitson-280b46a'
67,b'John Raden',b'',b'',"b'Chief Executive Officer at Signet Accel, LLC'",b'tps://www.linkedin.com/in/john-raden-427a9bb'
68,b'Eric Tinsley',b'',b'',b'Chief Information Officer at DWA Healthcare Communications Group',b'tps://www.linkedin.com/in/erictinsley'
69,b'Dena Speranza',b'',b'',b'Chief Information Officer at Denison University',b'tps://www.linkedin.com/in/denas'
70,b'Adam Wallace',b'',b'',b'Chief Product Officer at OnShift',b'tps://www.linkedin.com/in/adam-wallace-a415002'
71,b'Kevin Johnson',b'President and Chief Client Advocate',b'KANO & Associates',b'Chief Client Advocate - KANO & Associates 614.468.1390',b'tps://www.linkedin.com/in/kevintjohnson'
72,b'Lance Hill',b'Chief Executive Officer',b'Within3',b'Chief Executive Officer - Within3',b'tps://www.linkedin.com/in/lancehillprofile'
73,b'Kevin Lowry',b'Chief Financial Officer',b'RevLocal',"b'Chief Financial Officer at RevLocal, Author and Speaker'",b'tps://www.linkedin.com/in/kevinlowry'
74,b'Bill Curry',b'',b'',b'Chief Technology Officer at ProSource Solutions LLC',b'tps://www.linkedin.com/in/bill-curry-09638034'
75,b'Rick Magni',b'Chief Information Officer',b'Ohio Environmental Protection Agency',"b'Chief Information Officer, Ohio EPA'",b'tps://www.linkedin.com/in/rick-magni-2b0a15a6'
76,b'Srivishnu Pasumarthy',b'Chief Technology Officer',b'LogicJunction',"b'Chief Technology Officer, LogicJunction'",b'tps://www.linkedin.com/in/srivishnu-pasumarthy-b546952'
77,b'Steve Doherty',b'',b'',b'Chief Operating Officer at Big Data Masters',b'tps://www.linkedin.com/in/steve-doherty-87490178'
78,b'Edward J. Tromczynski',b'',b'',"b'Chief Executive Officer at SpearFysh, Inc.'",b'tps://www.linkedin.com/in/edward-j-tromczynski-8611157'
79,b'Don Pawlowski',b'',b'',b'Chief Technology Officer at University Tees',b'tps://www.linkedin.com/in/dmpawlowski'
80,b'Michael Carmack',b'',b'',b'Chief Technology Officer at Ohio Department of Education',b'tps://www.linkedin.com/in/michaelcarmack'
81,b'Jim Aten',b'',b'',b'Executive Vice President - Chief Delivery Officer at Northwoods',b'tps://www.linkedin.com/in/jimaten'
82,b'Mark Basinger',b'Chief Technology Officer',"b'Mediu, LLC'",b'Chief Technology Officer at Mediu',b'tps://www.linkedin.com/in/mark-basinger-8402972'
83,b'Wesley Krumel',b'',b'',b'Chief Innovation & Transformation Officer at OpisoftCare',b'tps://www.linkedin.com/in/wesleykrumel'
84,"b'Kathleen Harmon, MS, RN, CENP'",b'',b'',b'Chief Nurse Executive at Sphere3',b'tps://www.linkedin.com/in/kathleen-harmon-ms-rn-cenp-508b2226'
85,b'Julie Bevelander',b'',b'',b'Chief Financial Officer at Coalesce Software Inc',b'tps://www.linkedin.com/in/julie-bevelander-a8b86545'
86,b'Rob Linger',b'Vice President / Chief Information Officer',b'Pierpont Community and Technical College',b'Vice President and Chief Information Officer for Pierpont',b'tps://www.linkedin.com/in/rob-linger-76402414'
87,b'Darren Blake',b'',b'',"b'SVP, Chief Technology Officer at The Citizens Bank of Logan'",b'tps://www.linkedin.com/in/darren-blake-0631b41'
88,b'Teresa West',b'',b'',"b'Chief Financial Officer at MicroSolved, Inc.'",b'tps://www.linkedin.com/in/teresa-west-a36b9a5'
89,b'George Walter',b'Chief Technology Officer',b'4iQ Solutions',b'Chief Technology Officer',b'tps://www.linkedin.com/in/george-walter-86a7167'
90,"b'Aaron Davis, MBA, SPHR'",b'',b'',b'Chief Operating Officer at Smart Data Systems',b'tps://www.linkedin.com/in/aaronjamesdavis'
91,b'John Sydnor',b'Executive Vice President and Chief Operating Officer',b'Prosper Insights and Analytics',b'Digital & Data Analytics Executive | Entrepreneur and Business Renewal Strategist',b'tps://www.linkedin.com/in/johnsydnor'
92,b'Glenn Cross',b'Chief Marketing Officer',b'Paycor',b'Chief Marketing Officer - Paycor',b'tps://www.linkedin.com/in/glenn-cross-b420035'
93,b'Jay Essary',b'',b'',b'Chief Information Officer at LIDS Sports Group',b'tps://www.linkedin.com/in/jay-essary-2968b057'
94,b'Mike Onders',b'EVP Chief Data Officer and Division CIO Client Insights and Marketing',b'KeyBank',b'EVP Chief Data Officer and Division CIO Client Insights and Marketing',b'tps://www.linkedin.com/in/monders'
95,b'Rich Sheridan',"b'CEO and Chief Storyteller; Author of Joy, Inc.'",b'Menlo Innovations',"b'CEO and Chief Storyteller at Menlo Innovations; Author of Joy, Inc.'",b'tps://www.linkedin.com/in/menloprez'
96,b'Philip Brabbs',b'President & Chief Visionary',b'Torrent Consulting',b'Chief Visionary and Co-founding Managing Partner at Torrent Consulting (Salesforce Partner)',b'tps://www.linkedin.com/in/philbrabbs'
97,b'John Wittenberg',b'',b'',b'Chief Information Officer at MTD Products',b'tps://www.linkedin.com/in/john-wittenberg-0b246'
98,b'Jarrod Siket',b'',b'',b'Chief Marketing Officer at Napatech',b'tps://www.linkedin.com/in/jarrod-siket'
99,b'Jack Smith',"b'Chief Information Officer & President - Technology, Federated Services Company'",b'Federated Investors',"b'Chief Information Officer, Federated Investors'",b'tps://www.linkedin.com/in/jacksmith10'
100,b'Jay Love',b'Co-Founder & Chief Engagement Officer',b'Bloomerang',"b'Bloomerang Co-Founder & Chief Relationship Officer, Tech Entrepreneur, Fundraiser, Keynote Speaker and Blogger'",b'tps://www.linkedin.com/in/jaybarclaylove'
101,b'Rich Belanger',b'Chief Information Officer',b'ProQuest',b'Chief Information Officer',b'tps://www.linkedin.com/in/rbelanger'
102,b'Lisa Khorey',"b'Executive Vice President, Chief Client Delivery Officer'",b'Allscripts',b'Executive Vice President and Chief Client Delivery Officer - Allscripts',b'tps://www.linkedin.com/in/lisa-khorey-5851269'
103,b'Bill Russell',b'',b'',b'Chief Information Security Officer at Cummins Inc.',b'tps://www.linkedin.com/in/bill-russell-0919833'
104,b'Gary Williams',b'Chief Funnel Officer/RVP',b'Clicktale',b'Chief Funnel Officer/Sales RVP at Clicktale',b'tps://www.linkedin.com/in/garywilliams4'
105,"b'miki calero, CISM, PMP'",b'Chief Information Security Officer (CISO)',b'State of Ohio | Public Safety',b'Chief Information Security Officer (CISO)',b'tps://www.linkedin.com/in/mikicalero'
106,b'Steve Hershberger',b'',b'',b'Chief Executive Officer at SteadyServ Technologies',b'tps://www.linkedin.com/in/sthersh'
107,b'Adam Berger',b'',b'',b'Chief Technology Officer at UPMC Enterprises',b'tps://www.linkedin.com/in/adamberger1'
108,b'Jon Pastor',b'',b'',b'Chief Technology Officer at The Rainmaker Group',b'tps://www.linkedin.com/in/jpastor'
109,b'Jim Berardone',b'Chief Customer Officer',b'OnlyBoth Inc.',"b'chief customer officer, tech entrepreneur, product leader, talent developer'",b'tps://www.linkedin.com/in/jimberardone'
110,b'Jerry Foster',b'',b'',"b'Chief Technology Officer at Plex Systems, Inc.'",b'tps://www.linkedin.com/in/foster7'
111,b'Sam Hoff',b'Chief Executive Officer',b'Patti Engineering',b'Patti Engineering (Chief Executive Officer) and LEID Products (President)',b'tps://www.linkedin.com/in/samhoffpattileid'
112,b'John Kinnamon',b'',b'',b'Chief Operating Officer at AwareAbility Technologies LLC',b'tps://www.linkedin.com/in/johnkinnamon'
113,b'Brian Disbrow',b'',b'',"b'Chief Technology Officer, Enterprise Applications at Nationwide Insurance'",b'tps://www.linkedin.com/in/disbrob'
114,b'Vijay Nachimuthu',b'Chief Executive Officer',b'AltaFlux Corporation',b'Helping people & customers come together with the power of cloud. Chief Enablement Officer | AltaFlux Corporation',b'tps://www.linkedin.com/in/afvijay'
115,b'Todd Weeks',b'',b'',"b'Group Vice President of Cloud Operations and Chief Security Officer at Plex Systems, Inc.'",b'tps://www.linkedin.com/in/tdaweeks'
116,b'Ben Mahan',b'Chief Technology Officer',b'ACES Risk Management Corp (ARMCO)',b'Chief Technology Officer',b'tps://www.linkedin.com/in/benmahan'
117,b'Tom Krohn',b'Chief Development Officer',b'Antidote.me',b'Chief Development Officer at Antidote',b'tps://www.linkedin.com/in/thomasakrohn'
118,b'Andy Jones',b'',b'',b'Chief Executive Officer at MCPc',b'tps://www.linkedin.com/in/andyjjones'
119,b'Valerie Osinski',b'',b'',b'Chief Technology Officer at Project Lead The Way',b'tps://www.linkedin.com/in/valerie-osinski-8a6607'
120,b'Nathan Good',b'',b'',b'Chief Technology Officer at ShowClix',b'tps://www.linkedin.com/in/nathangood'
121,b'Fred Hinojos',b'',b'',b'Vice President and Chief Administration Officer at Black Box Network Services',b'tps://www.linkedin.com/in/fred-hinojos-305b152'
122,b'Brenda Hetrick',b'Chief Revenue Officer',b'Matrix Solutions',b'Chief Revenue Officer @ Matrix Solutions',b'tps://www.linkedin.com/in/brenda-hetrick-7996649'
123,b'Andy Lebowitz',b'',b'',"b'President, Founder, Chief Executive Officer at Bamboo Innovations, LLC'",b'tps://www.linkedin.com/in/andy-lebowitz-5a8a56132'
124,b'Brian Jeffrey Gross',b'',b'',b'Chief Operating Officer at Pineapple Payments',b'tps://www.linkedin.com/in/brianjeffreygross'
125,b'Sam Rizk',b'',b'',b'Chief Executive Officer / Founder at International Knowledge League',b'tps://www.linkedin.com/in/sam-rizk-78371816'
126,b'Robert Mowery',b'',b'',b'Associate Partner and Chief Technology Solutions Architect at IBM',b'tps://www.linkedin.com/in/robertmowery'
127,b'John Mihalik',b'Chief Technology Officer',b'Skyword Inc.',"b'Chief Technology Officer, Skyword Inc.'",b'tps://www.linkedin.com/in/johnmihalik'
128,b'Melvin Sperry',b'',b'',"b'Vice President & Chief of Staff, North America Customer Organization at SAP Ariba'",b'tps://www.linkedin.com/in/melvin-sperry-355b68'
129,b'Kevin Lewis',b'Chief Data Solutions Architect',b'Strategic Intelligence LLC',b'Chief Data Solutions Architect',b'tps://www.linkedin.com/in/kevin-lewis-40394220'
130,b'Bill Su',b'',b'',"b'Founder, CEO, Chief Data Scientist at Humanlytics'",b'tps://www.linkedin.com/in/datawithbill'
131,b'Teri Hembree',b'Chief Company Operations Officer',b'OnShift',"b'Chief Company Operations Officer at OnShift, Inc.'",b'tps://www.linkedin.com/in/teri-hembree-1a69b89'
132,b'Karen Leonard',b'Chief Marketing Officer | Constant Contact Expert',b'Innovative Global Vision',b'Chief Marketing Officer | Producer for BizTV Shows | Constant Contact Expert',b'tps://www.linkedin.com/in/kaleonard'
133,b'John Chmura',b'',b'',b'CTO & Chief Data Scientist at Chmura Economics & Analytics',b'tps://www.linkedin.com/in/jchmura'
134,b'Leena Madan',b'',b'',b'Chief Operating Officer at geoAMPS',b'tps://www.linkedin.com/in/leena-madan-32589910'
135,b'Matthew Crowley',b'Chief Information Officer',b'Cleveland Airport System',b'Chief Information Officer at Cleveland Hopkins International Airport',b'tps://www.linkedin.com/in/matthew-crowley-86b8a06'
136,b'Sebastian Holst',b'Executive Vice President & Chief Strategy Officer',b'PreEmptive Solutions',"b'EVP & Chief Strategy Officer, PreEmptive Solutions'",b'tps://www.linkedin.com/in/sebastianholst'
137,b'Ike Herman',b'',b'',b'Executive Vice President & Chief Product Officer at OEConnection (OEC)',b'tps://www.linkedin.com/in/ikeherman'
138,b'Kerry Kicos',b'Chief Operating Officer',b'TekDog Inc.',b'Chief Operating Officer',b'tps://www.linkedin.com/in/kerrykicos'
139,"b'Ryan Achterberg, MCSE'",b'',b'',b'Chief of Technology at KSM Consulting',b'tps://www.linkedin.com/in/ryanachterberg'
140,b'Thomas Barretta',b'Chief Technology Officer',"b'Open Dealer Exchange, LLC'",b'Chief Technology Officer at Open Dealer Exchange',b'tps://www.linkedin.com/in/tbarretta'
141,b'Jamie Kurtz',b'',b'',"b'Chief Technology Officer at Diagnotes, Inc.'",b'tps://www.linkedin.com/in/jamieakurtz'
142,b'Ned Kalinovic',b'',b'',b'Chief Technology Officer at Destination Rewards a division of Deluxe Financial Services',b'tps://www.linkedin.com/in/nkalinovic'
143,b'Karim Metallaoui',b'Chief Technology Officer',"b'Lotus Systems, inc'","b'Chief Technology Officer at Lotus System, inc'",b'tps://www.linkedin.com/in/karimmetallaoui'
144,b'Mark Rupnik',b'',b'',b'Chief Executive Officer at BPL Global',b'tps://www.linkedin.com/in/mark-rupnik-4858605'
145,b'Lars Mahler',b'',b'',b'Chief Science Officer at LegalSifter',b'tps://www.linkedin.com/in/larsmahler'
146,b'Sree Turlapati',b'Managing Partner & Chief Architect',b'VadyasHealth',b'Chief Technology Strategist',b'tps://www.linkedin.com/in/sreekirant'
147,b'Scott Kellicker',b'VP and Chief Architect',b'Wowza Media Systems',b'Chief Architect and VP at Wowza Media Systems',b'tps://www.linkedin.com/in/scottkellicker'
148,b'Seth Stearns',b'',b'',b'Chief Operating Officer at Excel Management Systems',b'tps://www.linkedin.com/in/sethstearns'
149,b'Tom Skoulis',b'',b'',b'Chief Executive Officer at braXos security software',b'tps://www.linkedin.com/in/tomskoulis'
150,b'James Bibbo',b'',b'',"b'Chief Solutions Architect at Systemic Solutions Group, LLC'",b'tps://www.linkedin.com/in/james-bibbo-47724340'
151,b'David Brewer',b'Chief Business Development Officer',b'Safe Hiring Solutions LLC',"b'Chief Business Development Officer at Safe Hiring Solutions LLC, Reflynk and Safe Visitor'",b'tps://www.linkedin.com/in/brewerdavid'
152,b'Kevin Marchese',b'',b'',b'Chief Information Officer at Restaurant Equippers Inc',b'tps://www.linkedin.com/in/kevinmarchese'
153,b'Mark Pruitte',b'Chief Architect / Manager of Infrastructure Services Delivery',b'BT Federal',"b'Chief Architect / Manager of Infrastructure Services Delivery at BT Federal, CCIE # 11845 Emeritus'",b'tps://www.linkedin.com/in/markpruitte'
154,b'Josh Schramm',b'Chief Technology Officer',b'Level Seven Group',b'Chief Technology Officer at Level Seven',b'tps://www.linkedin.com/in/joshschramm'
155,b'Bob Clarke',b'Chief Operating Officer',b'Indiana Office of Technology',b'Chief Operating Officer at Indiana Office Of Technology',b'tps://www.linkedin.com/in/bob-clarke-3667bb87'
156,b'Karen Fast',b'',b'',"b'Chief Operating Officer at Sophisticated Systems, Inc.'",b'tps://www.linkedin.com/in/karenfast'
157,b'William Calderone',b'',b'',b'Chief Information Officer at Ohio Department of Youth Services',b'tps://www.linkedin.com/in/william-calderone-48626326'
158,b'Jim Archbold',b'',b'',b'Chief Operating Officer at True Image Interactive',b'tps://www.linkedin.com/in/jim-archbold-3b82881'
159,b'Donovan Powers',b'Chief Information Officer',b'Ohio Department of Natural Resources',b'Chief Information Officer - Ohio Department of Natural Resources',b'tps://www.linkedin.com/in/donovan-powers-0a35a86'
160,"b'Jason Cunningham, PMP'",b'',b'',"b'Chief Technology Officer at Healthcare Management Solutions, LLC'",b'tps://www.linkedin.com/in/jason-cunningham-pmp-9b78ba8'
161,b'Amber Driver',b'',b'',b'Chief Financial Officer at GradLeaders',b'tps://www.linkedin.com/in/amber-driver-59765a3'
162,"b""Sean O'Brien""",b'',b'',b'President and Chief Operating Officer at Axixe',b'tps://www.linkedin.com/in/sean-o-brien-b6858010'
163,b'Dylan Gale',b'Chief Technology Officer',b'Nuvestack',b'Chief Technology Officer',b'tps://www.linkedin.com/in/dylan-gale-3167748'
164,b'Ray Copeland',b'',b'',b'Chief Information Officer at Ohio Secretary of State',b'tps://www.linkedin.com/in/ray-copeland-b051436'
165,b'Brian Hernandez',b'Deputy Chief Operating Officer',b'State of Ohio',b'Deputy Chief Operating Officer at State of Ohio DAS/OIT',b'tps://www.linkedin.com/in/brianhernandezitcolumbusoh1227'
166,b'Milu Patel',b'',b'',b'Chief Operating Officer at Technocraft Solutions',b'tps://www.linkedin.com/in/milupatel'
167,b'Tait Sweigart',b'',b'',b'Chief Operating Officer at Braden IT Services',b'tps://www.linkedin.com/in/tsweigart'
168,b'George Vudrogovic',b'Chief Revenue Officer',b'AllPlayers Network',b'Chief Revenue Officer',b'tps://www.linkedin.com/in/georgevudrogovic'
169,b'Ibrahim Garba',b'Chief IT Architect',b'A B E IT CONSULTING LLC',b'Chief IT Architect at A B E IT CONSULTING LLC / President TITAN DATA INTEGRATION Solution',b'tps://www.linkedin.com/in/ibrahim-garba-536035a'
170,b'Keith Albert',"b'Chief, IT PMO'",b'Ohio Dept of Public Safety',b'Chief of IT PMO at Ohio Dept of Public Safety',b'tps://www.linkedin.com/in/keith-albert-a0a65a'
171,b'Dale Caffall',b'',b'',b'Chief Delivery Officer at Ventech Solutions',b'tps://www.linkedin.com/in/dale-caffall-83299420'
172,b'Joseph Ferguson',b'Chief Technology Officer',b'zipit LLC',b'Senior Systems Consultant OSU CCC; Chief Technology Officer at zipit LLC',b'tps://www.linkedin.com/in/josephdoverbellferguson'
173,"b'Izzy M.S, CISSP, GPEN, C|EH'",b'Operations Chief - Cyber Intel Analyst',"b'United States Marine Forces Reserve, U.S. European Command'","b'Gunnery Sergeant, Cyber Data Chief - SNCOIC IMA Detachment at US TRANSCOM, Joint Communication Support Element'",b'tps://www.linkedin.com/in/israelarroyo'
